
EXP:	Wed Jul 13 23:02:06 2011
CO-EVOLUTION [1310590926]
WORLD_SIZE=	300x150
THE_MAPP=	
DOWRY_OF_OFFSPRING=	0.05
AUTOTROPHS_EFFECTIVENESS=	0.99
MAX_AGE=	50
FERTILITY=	0.2
RTG=	0.000125
LIKELIHOOD_OF_DISASTERS=	0(disabled)
PREDATORY EXPLOITATION=	YES
MAX_MOVE=	1
DONT_MOVE_BIT=	1024
FLEXIBLE_MOVING=	YES
MONTECARLO STEPS per BIG STEP=	10
DATA_VER	MCStep	num. of agents	num. of autotrophs	clones	autotrophic clones	species	autotrophic species	clones from the beginning	species from the begining	Mean(EnergyA)	SD(EnergyA)	Max(EnergyA)	Mean(AgeA)	SD(AgeA)	Max(AgeA)	Min(DefenceA)	Max(DefenceA)	Min(TrophyA)	Max(TrophyA)	WhichMain(spec. bits of autotrophs)	MainClass(spec. bits of autotrophs)	WhichMain(spec. bits of heterotrophs)	MainClass(spec. bits of heterotrophs)	N1(spec. bits of autotrophs)	N2(spec. bits of autotrophs)	N3(spec. bits of autotrophs)	N4(spec. bits of autotrophs)	N5(spec. bits of autotrophs)	N6(spec. bits of autotrophs)	N7(spec. bits of autotrophs)	N8(spec. bits of autotrophs)	N9(spec. bits of autotrophs)	N10(spec. bits of autotrophs)	N11(spec. bits of autotrophs)	N12(spec. bits of autotrophs)	N13(spec. bits of autotrophs)	N14(spec. bits of autotrophs)	N15(spec. bits of autotrophs)	N16(spec. bits of autotrophs)	N1(spec. bits of heterotrophs)	N2(spec. bits of heterotrophs)	N3(spec. bits of heterotrophs)	N4(spec. bits of heterotrophs)	N5(spec. bits of heterotrophs)	N6(spec. bits of heterotrophs)	N7(spec. bits of heterotrophs)	N8(spec. bits of heterotrophs)	N9(spec. bits of heterotrophs)	N10(spec. bits of heterotrophs)	N11(spec. bits of heterotrophs)	N12(spec. bits of heterotrophs)	N13(spec. bits of heterotrophs)	N14(spec. bits of heterotrophs)	N15(spec. bits of heterotrophs)	N16(spec. bits of heterotrophs)	CLOCK
6758	67590	34092	29465	74	22	13	6	181597	6348	1674.82	1342.91	23487	225.473	14.4136	255	0	255	0	255	9.5	29422	8.5	3996	0	0	0	0	0	0	0	0	29422	41	2	0	0	0	0	0	0	0	0	0	0	0	629	3996	2	0	0	0	0	0	0	0	1617781
6759	67600	34323	29916	67	18	13	6	181624	6346	1702.08	1369.02	40506	225.578	14.4207	255	0	255	0	255	9.5	29871	8.5	3782	0	0	0	0	0	0	0	0	29871	44	1	0	0	0	0	0	0	0	0	0	0	0	624	3782	1	0	0	0	0	0	0	0	1618031
6760	67610	34250	30021	70	21	13	6	181647	6349	1726.5	1378.52	42635	225.693	14.4289	255	0	255	0	255	9.5	29961	8.5	3593	0	0	0	0	0	0	0	0	29961	59	1	0	0	0	0	0	0	0	0	0	0	0	635	3593	1	0	0	0	0	0	0	0	1618281
6761	67620	34409	30347	72	20	13	6	181671	6344	1743.29	1416.38	46308	225.706	14.4952	255	0	255	0	255	9.5	30286	8.5	3398	0	0	0	0	0	0	0	0	30286	60	1	0	0	0	0	0	0	0	0	0	0	0	662	3398	2	0	0	0	0	0	0	0	1618546
6762	67630	34623	30540	68	18	13	6	181697	6339	1760.25	1388.02	32604	225.767	14.5437	255	0	255	0	255	9.5	30471	8.5	3387	0	0	0	0	0	0	0	0	30471	69	0	0	0	0	0	0	0	0	0	0	0	0	693	3387	3	0	0	0	0	0	0	0	1618781
6763	67640	34501	30374	59	13	13	6	181717	6331	1765.86	1395.55	24452	225.738	14.5211	255	0	255	0	255	9.5	30318	8.5	3411	0	0	0	0	0	0	0	0	30318	56	0	0	0	0	0	0	0	0	0	0	0	0	714	3411	2	0	0	0	0	0	0	0	1619015
6764	67650	34714	30509	57	15	14	6	181734	6332	1754.12	1385.92	27452	225.641	14.5234	255	0	255	0	255	9.5	30452	8.5	3475	0	0	0	0	0	0	0	0	30452	57	0	0	0	0	0	0	0	0	0	0	0	0	729	3475	1	0	0	0	0	0	0	0	1619250
6765	67660	34541	30260	61	20	15	6	181756	6338	1769.21	1393.67	25352	225.827	14.4888	255	0	255	0	255	9.5	30202	8.5	3518	0	0	0	0	0	0	0	0	30202	58	0	0	0	0	0	0	0	0	0	0	0	0	763	3518	0	0	0	0	0	0	0	0	1619484
6766	67670	34497	30169	62	20	15	6	181781	6345	1755.92	1397.34	27025	225.752	14.4707	255	0	255	0	255	9.5	30115	8.5	3581	0	0	0	0	0	0	0	0	30115	54	0	0	0	0	0	0	0	0	0	0	0	0	746	3581	1	0	0	0	0	0	0	0	1619718
6767	67680	34476	30113	63	20	15	6	181812	6351	1759.92	1404.79	26370	225.776	14.4653	255	0	255	0	255	9.5	30057	8.5	3607	0	0	0	0	0	0	0	0	30057	56	0	0	0	0	0	0	0	0	0	0	0	0	755	3607	1	0	0	0	0	0	0	0	1619953
6768	67690	34293	29761	64	20	15	6	181834	6347	1762.45	1423.51	29237	225.855	14.5482	255	0	255	0	255	9.5	29706	8.5	3734	0	0	0	0	0	0	0	0	29706	55	0	0	0	0	0	0	0	0	0	0	0	1	795	3734	2	0	0	0	0	0	0	0	1620187
6769	67700	34109	29526	65	21	15	6	181856	6337	1748.52	1417.65	33312	225.759	14.5263	255	0	255	0	255	9.5	29467	8.5	3757	0	0	0	0	0	0	0	0	29467	59	0	0	0	0	0	0	0	0	0	0	0	1	822	3757	3	0	0	0	0	0	0	0	1620421
6770	67710	34401	29728	67	21	14	6	181873	6336	1730.31	1412.55	42867	225.599	14.5209	255	0	255	0	255	9.5	29671	8.5	3842	0	0	0	0	0	0	0	0	29671	57	0	0	0	0	0	0	0	0	0	0	0	1	827	3842	3	0	0	0	0	0	0	0	1620640
6771	67720	34427	29771	71	22	13	6	181894	6338	1739.3	1394.66	19744	225.762	14.4708	255	0	255	0	255	9.5	29713	8.5	3813	0	0	0	0	0	0	0	0	29713	58	0	0	0	0	0	0	0	0	0	0	0	2	837	3813	4	0	0	0	0	0	0	0	1620875
6772	67730	34257	29625	66	20	13	6	181916	6337	1723.54	1387.23	21166	225.674	14.4453	255	0	255	0	255	9.5	29561	8.5	3779	0	0	0	0	0	0	0	0	29561	64	0	0	0	0	0	0	0	0	0	0	0	2	848	3779	3	0	0	0	0	0	0	0	1621109
6773	67740	34416	29815	62	18	13	6	181934	6332	1732.75	1397.27	26205	225.746	14.5436	255	0	255	0	255	9.5	29756	8.5	3746	0	0	0	0	0	0	0	0	29756	59	0	0	0	0	0	0	0	0	0	0	0	0	850	3746	5	0	0	0	0	0	0	0	1621343
6774	67750	34480	29954	68	22	13	6	181972	6347	1731.87	1417.08	30267	225.638	14.5018	255	0	255	0	255	9.5	29895	8.5	3632	0	0	0	0	0	0	0	0	29895	59	0	0	0	0	0	0	0	0	0	0	0	1	889	3632	4	0	0	0	0	0	0	0	1621578
6775	67760	34584	30058	62	18	13	6	181993	6340	1741.45	1426.92	36966	225.743	14.55	255	0	255	0	255	9.5	29997	8.5	3666	0	0	0	0	0	0	0	0	29997	61	0	0	0	0	0	0	0	0	0	0	0	1	856	3666	3	0	0	0	0	0	0	0	1621812
6776	67770	34306	29749	67	20	13	6	182017	6349	1728.24	1401.74	30376	225.621	14.5081	255	0	255	0	255	9.5	29688	8.5	3703	0	0	0	0	0	0	0	0	29688	61	0	0	0	0	0	0	0	0	0	0	0	1	851	3703	2	0	0	0	0	0	0	0	1622046
6777	67780	34208	29679	74	25	13	6	182045	6355	1722.25	1410.56	26347	225.484	14.4724	255	0	255	0	255	9.5	29617	8.5	3680	0	0	0	0	0	0	0	0	29617	62	0	0	0	0	0	0	0	0	0	0	0	1	845	3680	3	0	0	0	0	0	0	0	1622281
6778	67790	34255	29702	72	21	14	6	182068	6357	1725.62	1438.44	30902	225.478	14.4491	255	0	255	0	255	9.5	29642	8.5	3662	0	0	0	0	0	0	0	0	29642	60	0	0	0	0	0	0	0	0	0	0	0	1	886	3662	4	0	0	0	0	0	0	0	1622515
6779	67800	34157	29583	69	21	14	6	182085	6348	1716.32	1473.16	42146	225.279	14.4569	255	0	255	0	255	9.5	29525	8.5	3703	0	0	0	0	0	0	0	0	29525	58	0	0	0	0	0	0	0	0	0	0	0	0	867	3703	4	0	0	0	0	0	0	0	1622750
6780	67810	34168	29683	69	20	14	6	182112	6355	1719	1463.6	31170	225.276	14.431	255	0	255	0	255	9.5	29631	8.5	3622	0	0	0	0	0	0	0	0	29631	52	0	0	0	0	0	0	0	0	0	0	0	0	861	3622	2	0	0	0	0	0	0	0	1622984
6781	67820	34073	29619	74	21	14	6	182137	6361	1732.08	1449.5	31803	225.371	14.4178	255	0	255	0	255	9.5	29560	8.5	3666	0	0	0	0	0	0	0	0	29560	59	0	0	0	0	0	0	0	0	0	0	0	0	786	3666	2	0	0	0	0	0	0	0	1623218
6782	67830	33979	29526	73	21	13	6	182154	6351	1739.96	1477.35	35749	225.385	14.4102	255	0	255	0	255	9.5	29480	8.5	3707	0	0	0	0	0	0	0	0	29480	46	0	0	0	0	0	0	0	0	0	0	0	0	745	3707	1	0	0	0	0	0	0	0	1623468
6783	67840	34187	29685	70	19	13	6	182172	6350	1728.61	1479.1	35330	225.251	14.4858	255	0	255	0	255	9.5	29639	8.5	3768	0	0	0	0	0	0	0	0	29639	46	0	0	0	0	0	0	0	0	0	0	0	0	731	3768	3	0	0	0	0	0	0	0	1623703
6784	67850	34172	29598	73	21	13	6	182203	6362	1722.59	1488.01	43884	225.268	14.3916	255	0	255	0	255	9.5	29550	8.5	3884	0	0	0	0	0	0	0	0	29550	48	0	0	0	0	0	0	0	0	0	0	0	0	685	3884	5	0	0	0	0	0	0	0	1623937
6785	67860	34173	29535	74	21	13	6	182225	6363	1725.01	1513.89	49073	225.3	14.4046	255	0	255	0	255	9.5	29489	8.5	3956	0	0	0	0	0	0	0	0	29489	46	0	0	0	0	0	0	0	0	0	0	0	2	676	3956	4	0	0	0	0	0	0	0	1624171
6786	67870	33944	29277	67	18	13	6	182245	6356	1737.62	1517.73	40448	225.442	14.4245	255	0	255	0	255	9.5	29236	8.5	4008	0	0	0	0	0	0	0	0	29236	41	0	0	0	0	0	0	0	0	0	0	0	1	655	4008	3	0	0	0	0	0	0	0	1624406
6787	67880	33932	29275	70	21	13	6	182275	6371	1727.93	1555.37	41807	225.321	14.442	255	0	255	0	255	9.5	29231	8.5	4002	0	0	0	0	0	0	0	0	29231	44	0	0	0	0	0	0	0	0	0	0	0	1	651	4002	3	0	0	0	0	0	0	0	1624640
6788	67890	33933	29391	72	20	13	6	182307	6377	1730.6	1516.06	32185	225.327	14.3672	255	0	255	0	255	9.5	29352	8.5	3906	0	0	0	0	0	0	0	0	29352	39	0	0	0	0	0	0	0	0	0	0	0	1	634	3906	1	0	0	0	0	0	0	0	1624875
6789	67900	34023	29521	70	17	13	6	182328	6367	1729.13	1467.12	34231	225.45	14.4283	255	0	255	0	255	9.5	29496	8.5	3854	0	0	0	0	0	0	0	0	29496	25	0	0	0	0	0	0	0	0	0	0	0	2	645	3854	1	0	0	0	0	0	0	0	1625093
6790	67910	34071	29664	67	15	13	6	182348	6356	1734.97	1460.15	41017	225.473	14.4686	255	0	255	0	255	9.5	29634	8.5	3759	0	0	0	0	0	0	0	0	29634	30	0	0	0	0	0	0	0	0	0	0	0	3	645	3759	0	0	0	0	0	0	0	0	1625328
6791	67920	33980	29666	66	14	13	6	182368	6353	1734.42	1417.39	26655	225.479	14.4706	255	0	255	0	255	9.5	29641	8.5	3637	0	0	0	0	0	0	0	0	29641	25	0	0	0	0	0	0	0	0	0	0	0	3	674	3637	0	0	0	0	0	0	0	0	1625593
6792	67930	33826	29601	72	17	13	6	182395	6360	1742.97	1402.6	27384	225.545	14.4373	255	0	255	0	255	9.5	29564	8.5	3501	0	0	0	0	0	0	0	0	29564	37	0	0	0	0	0	0	0	0	0	0	0	3	721	3501	0	0	0	0	0	0	0	0	1625828
6793	67940	34167	29997	69	21	13	6	182414	6353	1733.24	1395.35	29194	225.4	14.4076	255	0	255	0	255	9.5	29962	8.5	3368	0	0	0	0	0	0	0	0	29962	35	0	0	0	0	0	0	0	0	0	0	0	1	801	3368	0	0	0	0	0	0	0	0	1626062
6794	67950	34247	30088	73	23	13	6	182439	6360	1753.87	1400.31	39876	225.645	14.4703	255	0	255	0	255	9.5	30048	8.5	3333	0	0	0	0	0	0	0	0	30048	40	0	0	0	0	0	0	0	0	0	0	0	2	824	3333	0	0	0	0	0	0	0	0	1626281
6795	67960	34305	30199	69	21	13	6	182454	6345	1765.2	1433.97	44561	225.739	14.5229	255	0	255	0	255	9.5	30160	8.5	3244	0	0	0	0	0	0	0	0	30160	39	0	0	0	0	0	0	0	0	0	0	0	1	861	3244	0	0	0	0	0	0	0	0	1626515
6796	67970	34395	30334	68	22	13	6	182474	6344	1762.04	1425.88	35091	225.675	14.5032	255	0	255	0	255	9.5	30299	8.5	3207	0	0	0	0	0	0	0	0	30299	35	0	0	0	0	0	0	0	0	0	0	0	0	854	3207	0	0	0	0	0	0	0	0	1626750
6797	67980	34448	30378	68	22	12	6	182498	6343	1764.23	1392.06	28591	225.713	14.4514	255	0	255	0	255	9.5	30338	8.5	3236	0	0	0	0	0	0	0	0	30338	40	0	0	0	0	0	0	0	0	0	0	0	0	834	3236	0	0	0	0	0	0	0	0	1626984
6798	67990	34572	30413	67	20	12	6	182518	6344	1766.46	1406.5	33303	225.712	14.518	255	0	255	0	255	9.5	30370	8.5	3324	0	0	0	0	0	0	0	0	30370	43	0	0	0	0	0	0	0	0	0	0	0	0	835	3324	0	0	0	0	0	0	0	0	1627218
6799	68000	34621	30394	69	23	13	6	182541	6349	1750.91	1403.97	34813	225.597	14.5495	255	0	255	0	255	9.5	30347	8.5	3423	0	0	0	0	0	0	0	0	30347	47	0	0	0	0	0	0	0	0	0	0	0	0	803	3423	1	0	0	0	0	0	0	0	1627453
6800	68010	34877	30653	65	21	13	6	182554	6342	1746.23	1385.58	29635	225.577	14.4529	255	0	255	0	255	9.5	30612	8.5	3421	0	0	0	0	0	0	0	0	30612	41	0	0	0	0	0	0	0	0	0	0	0	0	802	3421	1	0	0	0	0	0	0	0	1627671
6801	68020	35053	30795	69	22	13	6	182580	6346	1750.91	1378.58	25074	225.687	14.4071	255	0	255	0	255	9.5	30743	8.5	3438	0	0	0	0	0	0	0	0	30743	52	0	0	0	0	0	0	0	0	0	0	0	0	819	3438	1	0	0	0	0	0	0	0	1627906
6802	68030	35163	30929	70	21	13	6	182602	6353	1747.02	1374.29	26717	225.667	14.4343	255	0	255	0	255	9.5	30879	8.5	3400	0	0	0	0	0	0	0	0	30879	50	0	0	0	0	0	0	0	0	0	0	0	0	833	3400	1	0	0	0	0	0	0	0	1628140
6803	68040	35147	30879	67	20	13	6	182621	6346	1760.08	1399.67	25463	225.796	14.5408	255	0	255	0	255	9.5	30828	8.5	3427	0	0	0	0	0	0	0	0	30828	51	0	0	0	0	0	0	0	0	0	0	0	0	840	3427	1	0	0	0	0	0	0	0	1628375
6804	68050	34943	30769	68	20	13	6	182649	6350	1758.21	1395.65	24632	225.74	14.5574	255	0	255	0	255	9.5	30714	8.5	3336	0	0	0	0	0	0	0	0	30714	55	0	0	0	0	0	0	0	0	0	0	0	1	835	3336	2	0	0	0	0	0	0	0	1628609
6805	68060	34956	30838	68	20	13	6	182672	6351	1753.93	1403.31	26991	225.617	14.5119	255	0	255	0	255	9.5	30786	8.5	3307	0	0	0	0	0	0	0	0	30786	52	0	0	0	0	0	0	0	0	0	0	0	2	807	3307	2	0	0	0	0	0	0	0	1628843
6806	68070	34850	30779	67	18	13	6	182699	6360	1752.94	1401.57	27657	225.549	14.4506	255	0	255	0	255	9.5	30735	8.5	3329	0	0	0	0	0	0	0	0	30735	44	0	0	0	0	0	0	0	0	0	0	0	1	738	3329	3	0	0	0	0	0	0	0	1629078
6807	68080	35102	30991	67	18	13	6	182721	6359	1751.91	1427.23	39379	225.491	14.4947	255	0	255	0	255	9.5	30945	8.5	3396	0	0	0	0	0	0	0	0	30945	46	0	0	0	0	0	0	0	0	0	0	0	1	713	3396	1	0	0	0	0	0	0	0	1629312
6808	68090	34956	30832	64	18	13	6	182742	6360	1760.62	1427.03	28357	225.553	14.4656	255	0	255	0	255	9.5	30791	8.5	3446	0	0	0	0	0	0	0	0	30791	41	0	0	0	0	0	0	0	0	0	0	0	1	675	3446	2	0	0	0	0	0	0	0	1629546
6809	68100	35094	30887	60	18	13	6	182776	6367	1769.66	1478.45	42448	225.578	14.5204	255	0	255	0	255	9.5	30840	8.5	3608	0	0	0	0	0	0	0	0	30840	47	0	0	0	0	0	0	0	0	0	0	0	0	597	3608	2	0	0	0	0	0	0	0	1629781
6810	68110	35044	30827	62	19	13	6	182807	6373	1781.05	1481.05	49791	225.66	14.4902	255	0	255	0	255	9.5	30769	8.5	3657	0	0	0	0	0	0	0	0	30769	58	0	0	0	0	0	0	0	0	0	0	0	0	559	3657	1	0	0	0	0	0	0	0	1630015
6811	68120	34929	30603	62	18	13	6	182833	6368	1781.19	1502.79	55161	225.64	14.5073	255	0	255	0	255	9.5	30549	8.5	3790	0	0	0	0	0	0	0	0	30549	54	0	0	0	0	0	0	0	0	0	0	0	0	536	3790	0	0	0	0	0	0	0	0	1630250
6812	68130	34654	30263	63	19	13	6	182860	6366	1782.26	1495.17	39462	225.634	14.5128	255	0	255	0	255	9.5	30222	8.5	3888	0	0	0	0	0	0	0	0	30222	41	0	0	0	0	0	0	0	0	0	0	0	0	503	3888	0	0	0	0	0	0	0	0	1630484
6813	68140	34627	30122	65	20	13	6	182889	6376	1770.49	1494.04	44266	225.539	14.485	255	0	255	0	255	9.5	30072	8.5	3990	0	0	0	0	0	0	0	0	30072	50	0	0	0	0	0	0	0	0	0	0	0	0	515	3990	0	0	0	0	0	0	0	0	1630718
6814	68150	34690	30084	69	22	13	6	182920	6380	1756.31	1460.61	32323	225.458	14.3864	255	0	255	0	255	9.5	30030	8.5	4063	0	0	0	0	0	0	0	0	30030	54	0	0	0	0	0	0	0	0	0	0	0	0	543	4063	0	0	0	0	0	0	0	0	1630953
6815	68160	34684	29979	67	20	13	6	182936	6373	1759.63	1463.82	34902	225.634	14.4831	255	0	255	0	255	9.5	29936	8.5	4134	0	0	0	0	0	0	0	0	29936	43	0	0	0	0	0	0	0	0	0	0	0	0	571	4134	0	0	0	0	0	0	0	0	1631187
6816	68170	34618	29955	61	19	13	6	182955	6372	1761.85	1434.76	24116	225.737	14.4994	255	0	255	0	255	9.5	29912	8.5	4044	0	0	0	0	0	0	0	0	29912	43	0	0	0	0	0	0	0	0	0	0	0	0	619	4044	0	0	0	0	0	0	0	0	1631421
6817	68180	34622	29941	65	19	13	6	182976	6370	1760.03	1414.02	23413	225.767	14.5038	255	0	255	0	255	9.5	29906	8.5	4018	0	0	0	0	0	0	0	0	29906	35	0	0	0	0	0	0	0	0	0	0	0	0	662	4018	1	0	0	0	0	0	0	0	1631656
6818	68190	34566	29921	67	19	13	6	182996	6373	1751.04	1418.85	31922	225.747	14.5367	255	0	255	0	255	9.5	29889	8.5	3942	0	0	0	0	0	0	0	0	29889	32	0	0	0	0	0	0	0	0	0	0	0	0	702	3942	1	0	0	0	0	0	0	0	1631890
6819	68200	34569	29986	68	18	13	6	183021	6378	1745.34	1409.25	27715	225.704	14.5165	255	0	255	0	255	9.5	29951	8.5	3801	0	0	0	0	0	0	0	0	29951	35	0	0	0	0	0	0	0	0	0	0	0	0	779	3801	3	0	0	0	0	0	0	0	1632125
6820	68210	34689	30277	69	20	13	6	183044	6382	1753.04	1410.41	26295	225.714	14.4724	255	0	255	0	255	9.5	30246	8.5	3602	0	0	0	0	0	0	0	0	30246	31	0	0	0	0	0	0	0	0	0	0	0	1	808	3602	1	0	0	0	0	0	0	0	1632359
6821	68220	34682	30325	64	16	13	6	183061	6377	1749.42	1396.57	23238	225.614	14.4856	255	0	255	0	255	9.5	30287	8.5	3493	0	0	0	0	0	0	0	0	30287	38	0	0	0	0	0	0	0	0	0	0	0	1	863	3493	0	0	0	0	0	0	0	0	1632593
6822	68230	34553	30275	67	18	13	6	183083	6377	1749.69	1399.01	27221	225.542	14.4832	255	0	255	0	255	9.5	30228	8.5	3350	0	0	0	0	0	0	0	0	30228	47	0	0	0	0	0	0	0	0	0	0	0	1	926	3350	1	0	0	0	0	0	0	0	1632828
6823	68240	34868	30664	72	21	13	6	183108	6382	1754.03	1421.68	29256	225.543	14.4981	255	0	255	0	255	9.5	30615	8.5	3234	0	0	0	0	0	0	0	0	30615	49	0	0	0	0	0	0	0	0	0	0	0	2	967	3234	1	0	0	0	0	0	0	0	1633062
6824	68250	35096	30992	68	19	13	6	183120	6372	1755.1	1403.92	30890	225.558	14.44	255	0	255	0	255	9.5	30951	8.5	3119	0	0	0	0	0	0	0	0	30951	41	0	0	0	0	0	0	0	0	0	0	0	1	983	3119	1	0	0	0	0	0	0	0	1633296
6825	68260	35152	31047	67	19	13	6	183145	6375	1760.43	1431.88	41590	225.561	14.4042	255	0	255	0	255	9.5	31005	8.5	3136	0	0	0	0	0	0	0	0	31005	42	0	0	0	0	0	0	0	0	0	0	0	0	968	3136	1	0	0	0	0	0	0	0	1633531
6826	68270	35329	31303	64	18	13	6	183167	6377	1773.64	1420.91	43990	225.719	14.432	255	0	255	0	255	9.5	31257	8.5	3079	0	0	0	0	0	0	0	0	31257	46	0	0	0	0	0	0	0	0	0	0	0	0	945	3079	2	0	0	0	0	0	0	0	1633765
6827	68280	35534	31648	65	19	13	6	183184	6363	1796.2	1432.14	32428	225.923	14.5411	255	0	255	0	255	9.5	31597	8.5	2974	0	0	0	0	0	0	0	0	31597	51	0	0	0	0	0	0	0	0	0	0	0	0	911	2974	1	0	0	0	0	0	0	0	1634000
6828	68290	35418	31669	73	23	13	6	183210	6374	1807.69	1430.18	30179	225.962	14.5175	255	0	255	0	255	9.5	31609	8.5	2830	0	0	0	0	0	0	0	0	31609	60	0	0	0	0	0	0	0	0	0	0	0	0	917	2830	2	0	0	0	0	0	0	0	1634234
6829	68300	35222	31599	74	23	13	6	183238	6387	1812.74	1441.46	39376	225.945	14.5498	255	0	255	0	255	9.5	31547	8.5	2720	0	0	0	0	0	0	0	0	31547	52	0	0	0	0	0	0	0	0	0	0	0	0	900	2720	3	0	0	0	0	0	0	0	1634468
6830	68310	35236	31747	76	22	13	6	183258	6390	1816.99	1472.02	36285	225.845	14.5809	255	0	255	0	255	9.5	31698	8.5	2595	0	0	0	0	0	0	0	0	31698	49	0	0	0	0	0	0	0	0	0	0	0	0	891	2595	3	0	0	0	0	0	0	0	1634703
6831	68320	35336	31943	76	24	13	6	183286	6390	1817.64	1467.79	43729	225.739	14.4983	255	0	255	0	255	9.5	31888	8.5	2546	0	0	0	0	0	0	0	0	31888	55	0	0	0	0	0	0	0	0	0	0	0	0	847	2546	0	0	0	0	0	0	0	0	1634937
6832	68330	35297	31942	74	24	13	6	183305	6385	1832.47	1470.06	47778	225.859	14.4898	255	0	255	0	255	9.5	31886	8.5	2544	0	0	0	0	0	0	0	0	31886	56	0	0	0	0	0	0	0	0	0	0	0	0	811	2544	0	0	0	0	0	0	0	0	1635187
6833	68340	35392	32120	70	22	13	6	183327	6380	1852.72	1464.13	38057	226.025	14.5392	255	0	255	0	255	9.5	32070	8.5	2512	0	0	0	0	0	0	0	0	32070	50	0	0	0	0	0	0	0	0	0	0	0	0	760	2512	0	0	0	0	0	0	0	0	1635421
6834	68350	35177	31877	66	19	13	6	183347	6372	1853.71	1470.46	36829	226	14.5941	255	0	255	0	255	9.5	31832	8.5	2543	0	0	0	0	0	0	0	0	31832	45	0	0	0	0	0	0	0	0	0	0	0	0	755	2543	2	0	0	0	0	0	0	0	1635656
6835	68360	34715	31347	65	19	13	6	183375	6381	1845.36	1508.71	47868	225.874	14.6228	255	0	255	0	255	9.5	31293	8.5	2605	0	0	0	0	0	0	0	0	31293	54	0	0	0	0	0	0	0	0	0	0	0	0	761	2605	2	0	0	0	0	0	0	0	1635890
6836	68370	34522	31048	70	21	13	6	183400	6388	1817.06	1466.34	48264	225.706	14.5593	255	0	255	0	255	9.5	30994	8.5	2696	0	0	0	0	0	0	0	0	30994	54	0	0	0	0	0	0	0	0	0	0	0	0	776	2696	2	0	0	0	0	0	0	0	1636125
6837	68380	34419	30932	70	21	13	6	183419	6383	1796.38	1489.74	48579	225.456	14.5008	255	0	255	0	255	9.5	30883	8.5	2685	0	0	0	0	0	0	0	0	30883	49	0	0	0	0	0	0	0	0	0	0	0	0	800	2685	2	0	0	0	0	0	0	0	1636343
6838	68390	34228	30599	72	20	12	6	183451	6393	1783.33	1455.43	56195	225.445	14.4673	255	0	255	0	255	9.5	30556	8.5	2759	0	0	0	0	0	0	0	0	30556	43	0	0	0	0	0	0	0	0	0	0	0	0	867	2759	3	0	0	0	0	0	0	0	1636578
6839	68400	34226	30446	74	22	12	6	183475	6390	1771.34	1445.77	43099	225.377	14.494	255	0	255	0	255	9.5	30399	8.5	2883	0	0	0	0	0	0	0	0	30399	47	0	0	0	0	0	0	0	0	0	0	0	0	896	2883	1	0	0	0	0	0	0	0	1636812
6840	68410	33958	30048	74	20	12	6	183499	6382	1759.83	1467.25	50519	225.275	14.4455	255	0	255	0	255	9.5	29993	8.5	3026	0	0	0	0	0	0	0	0	29993	55	0	0	0	0	0	0	0	0	0	0	0	0	881	3026	3	0	0	0	0	0	0	0	1637046
6841	68420	33812	29794	72	20	12	6	183522	6382	1746.54	1474.83	41054	225.219	14.4189	255	0	255	0	255	9.5	29734	8.5	3097	0	0	0	0	0	0	0	0	29734	60	0	0	0	0	0	0	0	0	0	0	0	0	919	3097	2	0	0	0	0	0	0	0	1637281
6842	68430	33979	29832	74	23	12	6	183548	6380	1715.37	1468.23	38330	224.982	14.3806	255	0	255	0	255	9.5	29761	8.5	3212	0	0	0	0	0	0	0	0	29761	71	0	0	0	0	0	0	0	0	0	0	0	0	934	3212	1	0	0	0	0	0	0	0	1637515
6843	68440	33696	29426	76	22	12	6	183581	6399	1717.48	1499.1	40211	225.019	14.3856	255	0	255	0	255	9.5	29343	8.5	3321	0	0	0	0	0	0	0	0	29343	83	0	0	0	0	0	0	0	0	0	0	0	0	948	3321	1	0	0	0	0	0	0	0	1637750
6844	68450	33765	29341	75	23	12	6	183607	6399	1693.1	1504.2	41725	224.844	14.3769	255	0	255	0	255	9.5	29253	8.5	3476	0	0	0	0	0	0	0	0	29253	88	0	0	0	0	0	0	0	0	0	0	0	0	947	3476	1	0	0	0	0	0	0	0	1637968
6845	68460	33654	29122	73	24	12	6	183639	6400	1678.12	1495.34	37717	224.827	14.3024	255	0	255	0	255	9.5	29031	8.5	3533	0	0	0	0	0	0	0	0	29031	91	0	0	0	0	0	0	0	0	0	0	0	0	999	3533	0	0	0	0	0	0	0	0	1638203
6846	68470	33825	29198	71	23	12	6	183663	6397	1649.23	1462.05	44201	224.724	14.2536	255	0	255	0	255	9.5	29114	8.5	3627	0	0	0	0	0	0	0	0	29114	84	0	0	0	0	0	0	0	0	0	0	0	0	1000	3627	0	0	0	0	0	0	0	0	1638437
6847	68480	34166	29489	71	20	12	6	183695	6402	1653.78	1428.65	46527	224.949	14.3032	255	0	255	0	255	9.5	29402	8.5	3709	0	0	0	0	0	0	0	0	29402	87	0	0	0	0	0	0	0	0	0	0	0	0	966	3709	2	0	0	0	0	0	0	0	1638671
6848	68490	34285	29654	69	23	13	6	183714	6398	1652.57	1380.4	35158	225.049	14.307	255	0	255	0	255	9.5	29556	8.5	3734	0	0	0	0	0	0	0	0	29556	98	0	0	0	0	0	0	0	0	0	0	0	0	897	3734	0	0	0	0	0	0	0	0	1638906
