
EXP:	Wed Jul 13 23:02:06 2011
CO-EVOLUTION [1310590926]
WORLD_SIZE=	300x150
THE_MAPP=	
DOWRY_OF_OFFSPRING=	0.05
AUTOTROPHS_EFFECTIVENESS=	0.99
MAX_AGE=	50
FERTILITY=	0.2
RTG=	0.000125
LIKELIHOOD_OF_DISASTERS=	0(disabled)
PREDATORY EXPLOITATION=	YES
MAX_MOVE=	1
DONT_MOVE_BIT=	1024
FLEXIBLE_MOVING=	YES
MONTECARLO STEPS per BIG STEP=	10
DATA_VER	MCStep	num. of agents	num. of autotrophs	clones	autotrophic clones	species	autotrophic species	clones from the beginning	species from the begining	Mean(EnergyA)	SD(EnergyA)	Max(EnergyA)	Mean(AgeA)	SD(AgeA)	Max(AgeA)	Min(DefenceA)	Max(DefenceA)	Min(TrophyA)	Max(TrophyA)	WhichMain(spec. bits of autotrophs)	MainClass(spec. bits of autotrophs)	WhichMain(spec. bits of heterotrophs)	MainClass(spec. bits of heterotrophs)	N1(spec. bits of autotrophs)	N2(spec. bits of autotrophs)	N3(spec. bits of autotrophs)	N4(spec. bits of autotrophs)	N5(spec. bits of autotrophs)	N6(spec. bits of autotrophs)	N7(spec. bits of autotrophs)	N8(spec. bits of autotrophs)	N9(spec. bits of autotrophs)	N10(spec. bits of autotrophs)	N11(spec. bits of autotrophs)	N12(spec. bits of autotrophs)	N13(spec. bits of autotrophs)	N14(spec. bits of autotrophs)	N15(spec. bits of autotrophs)	N16(spec. bits of autotrophs)	N1(spec. bits of heterotrophs)	N2(spec. bits of heterotrophs)	N3(spec. bits of heterotrophs)	N4(spec. bits of heterotrophs)	N5(spec. bits of heterotrophs)	N6(spec. bits of heterotrophs)	N7(spec. bits of heterotrophs)	N8(spec. bits of heterotrophs)	N9(spec. bits of heterotrophs)	N10(spec. bits of heterotrophs)	N11(spec. bits of heterotrophs)	N12(spec. bits of heterotrophs)	N13(spec. bits of heterotrophs)	N14(spec. bits of heterotrophs)	N15(spec. bits of heterotrophs)	N16(spec. bits of heterotrophs)	CLOCK
997	9980	18488	13723	56	24	12	9	32198	1383	2729.39	12447.8	402212	215.993	10.6363	255	0	255	0	255	11.5	9342	10.5	4116	0	0	0	0	0	0	0	0	565	1699	9342	2116	1	0	0	0	0	0	0	0	0	0	0	22	577	4116	50	0	0	0	0	0	216031
998	9990	18375	13659	60	25	12	9	32231	1394	2734.38	12230.5	299927	215.989	10.498	255	0	255	0	255	11.5	9333	10.5	4113	0	0	0	0	0	0	0	0	559	1619	9333	2147	1	0	0	0	0	0	0	0	0	0	0	23	537	4113	43	0	0	0	0	0	216218
999	10000	18616	13884	55	24	12	9	32262	1395	2708.67	12060.8	294426	216.076	10.6752	255	0	255	0	255	11.5	9400	10.5	4134	0	0	0	0	0	0	0	0	524	1650	9400	2310	0	0	0	0	0	0	0	0	0	0	0	22	544	4134	32	0	0	0	0	0	216406
1000	10010	18852	14002	53	25	12	9	32291	1392	2693.55	12416.6	427679	216.014	10.6114	255	0	255	0	255	11.5	9528	10.5	4215	0	0	0	0	0	0	0	0	507	1635	9528	2332	0	0	0	0	0	0	0	0	0	0	0	25	585	4215	25	0	0	0	0	0	216578
1001	10020	18579	13749	59	26	12	9	32317	1394	2752.24	12426.4	428262	216.161	10.659	255	0	255	0	255	11.5	9351	10.5	4170	0	0	0	0	0	0	0	0	480	1611	9351	2304	3	0	0	0	0	0	0	0	0	0	0	31	596	4170	33	0	0	0	0	0	216765
1002	10030	18520	13655	60	26	12	9	32347	1399	2737.57	12515.7	407030	215.95	10.59	255	0	255	0	255	11.5	9434	10.5	4176	0	0	0	0	0	0	0	0	470	1590	9434	2156	5	0	0	0	0	0	0	0	0	0	0	35	624	4176	30	0	0	0	0	0	216953
1003	10040	18297	13401	64	25	12	9	32385	1405	2718.06	12165.3	407900	215.894	10.5326	255	0	255	0	255	11.5	9169	10.5	4182	0	0	0	0	0	0	0	0	448	1584	9169	2196	4	0	0	0	0	0	0	0	0	0	0	33	646	4182	35	0	0	0	0	0	217140
1004	10050	18238	13367	63	25	12	9	32420	1410	2721.68	12381.1	420376	215.869	10.4515	255	0	255	0	255	11.5	9147	10.5	4158	0	0	0	0	0	0	0	0	523	1607	9147	2088	2	0	0	0	0	0	0	0	0	0	0	28	651	4158	34	0	0	0	0	0	217328
1005	10060	18310	13475	62	26	11	9	32457	1419	2732.83	12318.6	399982	215.968	10.5566	255	0	255	0	255	11.5	9171	10.5	4154	0	0	0	0	0	0	0	0	539	1659	9171	2100	6	0	0	0	0	0	0	0	0	0	0	37	616	4154	28	0	0	0	0	0	217500
1006	10070	18588	13821	65	28	13	9	32493	1426	2658.19	12081.1	415546	215.975	10.5282	255	0	255	0	255	11.5	9451	10.5	4095	0	0	0	0	0	0	0	0	563	1712	9451	2086	9	0	0	0	0	0	0	0	0	0	0	33	604	4095	35	0	0	0	0	0	217687
1007	10080	18568	13747	62	26	12	9	32530	1422	2660.67	12074.8	417377	215.785	10.3213	255	0	255	0	255	11.5	9435	10.5	4123	0	0	0	0	0	0	0	0	493	1664	9435	2146	9	0	0	0	0	0	0	0	0	0	0	37	615	4123	46	0	0	0	0	0	217875
1008	10090	18513	13729	59	25	12	9	32563	1416	2703.65	12304.5	417654	215.956	10.5493	255	0	255	0	255	11.5	9342	10.5	4057	0	0	0	0	0	0	0	0	514	1693	9342	2168	12	0	0	0	0	0	0	0	0	0	0	45	628	4057	54	0	0	0	0	0	218062
1009	10100	18654	13896	63	25	13	9	32603	1423	2686	12274.1	422608	215.916	10.4586	255	0	255	0	255	11.5	9576	10.5	4031	0	0	0	0	0	0	0	0	502	1659	9576	2147	12	0	0	0	0	0	0	0	0	0	0	26	655	4031	46	0	0	0	0	0	218234
1010	10110	18608	13867	63	24	13	9	32646	1424	2706.95	12723.2	549343	216.074	10.5429	255	0	255	0	255	11.5	9401	10.5	3990	0	0	0	0	0	0	0	0	491	1649	9401	2308	18	0	0	0	0	0	0	0	0	0	0	32	665	3990	54	0	0	0	0	0	218421
1011	10120	18836	14124	59	24	14	10	32682	1431	2688.81	12615	531582	215.953	10.4639	255	0	255	0	255	11.5	9476	10.5	3927	0	0	0	0	0	0	0	0	505	1748	9476	2378	17	0	0	0	0	0	0	0	0	0	0	44	677	3927	64	0	0	0	0	0	218609
1012	10130	18989	14185	66	26	14	10	32717	1431	2652.88	12437.5	532150	215.963	10.5076	255	0	255	0	255	11.5	9461	10.5	4008	0	0	0	0	0	0	0	0	487	1863	9461	2354	20	0	0	0	0	0	0	0	0	0	0	59	673	4008	64	0	0	0	0	0	218796
1013	10140	18713	13893	65	26	13	9	32748	1425	2684.09	12356.6	505873	216.039	10.551	255	0	255	0	255	11.5	9298	10.5	4090	0	0	0	0	0	0	0	0	431	1850	9298	2288	26	0	0	0	0	0	0	0	0	0	0	59	622	4090	49	0	0	0	0	0	218984
1014	10150	18691	13928	66	25	12	8	32782	1426	2648.12	12075.4	512443	216.126	10.6385	255	0	255	0	255	11.5	9326	10.5	4037	0	0	0	0	0	0	0	0	426	1870	9326	2278	28	0	0	0	0	0	0	0	0	0	0	69	610	4037	47	0	0	0	0	0	219171
1015	10160	18599	13781	61	25	11	8	32814	1414	2651.98	12056.2	565829	216.224	10.6981	255	0	255	0	255	11.5	9203	10.5	4077	0	0	0	0	0	0	0	0	396	1914	9203	2240	28	0	0	0	0	0	0	0	0	0	1	59	637	4077	44	0	0	0	0	0	219359
1016	10170	18491	13668	60	24	11	8	32849	1412	2658.31	12136.9	540051	216.183	10.7282	255	0	255	0	255	11.5	9156	10.5	4107	0	0	0	0	0	0	0	0	388	1988	9156	2113	23	0	0	0	0	0	0	0	0	0	0	49	622	4107	45	0	0	0	0	0	219531
1017	10180	18593	13694	60	24	13	9	32871	1407	2636.85	11985.6	526503	216.176	10.8322	255	0	255	0	255	11.5	9189	10.5	4206	0	0	0	0	0	0	0	0	373	1984	9189	2125	23	0	0	0	0	0	0	0	0	0	0	29	623	4206	41	0	0	0	0	0	219718
1018	10190	18481	13650	57	24	12	8	32900	1408	2624.11	11441.3	305432	216.078	10.7499	255	0	255	0	255	11.5	9046	10.5	4165	0	0	0	0	0	0	0	0	392	2054	9046	2133	25	0	0	0	0	0	0	0	0	0	0	30	590	4165	46	0	0	0	0	0	219906
1019	10200	18596	13905	57	25	13	9	32930	1410	2607.03	11340	309056	216.056	10.5065	255	0	255	0	255	11.5	9206	10.5	4019	0	0	0	0	0	0	0	0	439	1978	9206	2247	35	0	0	0	0	0	0	0	0	0	0	25	602	4019	45	0	0	0	0	0	220078
1020	10210	19028	14257	58	25	13	9	32956	1408	2554.29	11219.5	328692	216.027	10.5453	255	0	255	0	255	11.5	9497	10.5	4061	0	0	0	0	0	0	0	0	450	1966	9497	2305	39	0	0	0	0	0	0	0	0	0	0	33	622	4061	55	0	0	0	0	0	220265
1021	10220	18791	13979	59	23	12	8	32987	1404	2601.07	11369.9	313983	215.994	10.5505	255	0	255	0	255	11.5	9208	10.5	4073	0	0	0	0	0	0	0	0	479	1976	9208	2265	51	0	0	0	0	0	0	0	0	0	0	36	642	4073	61	0	0	0	0	0	220453
1022	10230	18703	13811	59	24	12	9	33015	1411	2623.66	11562.6	314657	215.922	10.4797	255	0	255	0	255	11.5	9126	10.5	4153	0	0	0	0	0	0	0	0	474	1933	9126	2234	44	0	0	0	0	0	0	0	0	0	1	41	630	4153	67	0	0	0	0	0	220640
1023	10240	18594	13697	53	23	12	8	33043	1413	2651.71	12027.6	471077	215.968	10.5503	255	0	255	0	255	11.5	9139	10.5	4178	0	0	0	0	0	0	0	0	488	1909	9139	2118	43	0	0	0	0	0	0	0	0	0	0	51	604	4178	64	0	0	0	0	0	220828
1024	10250	18307	13340	56	25	14	10	33083	1427	2656.41	12006	495687	215.895	10.4861	255	0	255	0	255	11.5	8861	10.5	4281	0	0	0	0	0	0	0	0	437	1945	8861	2047	50	0	0	0	0	0	0	0	0	0	0	57	562	4281	67	0	0	0	0	0	221015
1025	10260	17938	13070	55	26	12	9	33109	1417	2704.55	12423.2	497406	215.867	10.5073	255	0	255	0	255	11.5	8625	10.5	4193	0	0	0	0	0	0	0	0	450	2008	8625	1952	35	0	0	0	0	0	0	0	0	0	0	42	561	4193	72	0	0	0	0	0	221187
1026	10270	17982	13273	53	26	11	9	33141	1420	2670.29	12517.7	497974	215.755	10.3832	255	0	255	0	255	11.5	8772	10.5	4035	0	0	0	0	0	0	0	0	493	2059	8772	1910	38	1	0	0	0	0	0	0	0	0	0	57	554	4035	63	0	0	0	0	0	221375
1027	10280	18349	13516	60	26	12	9	33183	1433	2660.91	12554.4	500233	215.825	10.3487	255	0	255	0	255	11.5	8897	10.5	4114	0	0	0	0	0	0	0	0	525	2158	8897	1899	37	0	0	0	0	0	0	0	0	0	0	52	591	4114	76	0	0	0	0	0	221562
1028	10290	18240	13434	60	25	12	9	33211	1429	2675.98	12369.4	476752	215.877	10.4373	255	0	255	0	255	11.5	8823	10.5	4105	0	0	0	0	0	0	0	0	486	2242	8823	1846	37	0	0	0	0	0	0	0	0	0	0	61	584	4105	56	0	0	0	0	0	221734
1029	10300	18175	13415	61	28	12	9	33241	1435	2716.01	12658.5	482691	215.956	10.458	255	0	255	0	255	11.5	8757	10.5	4068	0	0	0	0	0	0	0	0	475	2309	8757	1835	39	0	0	0	0	0	0	0	0	0	0	48	590	4068	54	0	0	0	0	0	221921
1030	10310	18433	13618	64	26	13	10	33279	1439	2711.17	12915.3	460140	216.026	10.5094	255	0	255	0	255	11.5	8905	10.5	4098	0	0	0	0	0	0	0	0	480	2423	8905	1767	43	0	0	0	0	0	0	0	0	0	0	42	616	4098	58	1	0	0	0	0	222109
1031	10320	18421	13600	66	26	12	9	33320	1437	2717.87	13076	441513	216.061	10.5441	255	0	255	0	255	11.5	8911	10.5	4111	0	0	0	0	0	0	0	0	471	2439	8911	1742	37	0	0	0	0	0	0	0	0	0	0	36	603	4111	70	1	0	0	0	0	222296
1032	10330	18334	13401	57	26	13	9	33352	1427	2707.74	12790.3	422684	215.977	10.6579	255	0	255	0	255	11.5	8683	10.5	4177	0	0	0	0	0	0	0	0	531	2420	8683	1734	33	0	0	0	0	0	0	0	0	0	0	41	650	4177	65	0	0	0	0	0	222484
1033	10340	18081	13187	56	25	12	9	33380	1424	2675.22	12540.1	427252	215.896	10.5532	255	0	255	0	255	11.5	8472	10.5	4120	0	0	0	0	0	0	0	0	544	2349	8472	1777	45	0	0	0	0	0	0	0	0	0	0	48	668	4120	58	0	0	0	0	0	222671
1034	10350	17999	13020	60	24	11	8	33411	1433	2649.59	12074.2	428311	215.821	10.4545	255	0	255	0	255	11.5	8310	10.5	4196	0	0	0	0	0	0	0	0	555	2364	8310	1752	39	0	0	0	0	0	0	0	0	0	0	41	688	4196	54	0	0	0	0	0	222843
1035	10360	17936	13042	64	25	11	8	33451	1444	2664.25	12228.5	429201	215.722	10.3649	255	0	255	0	255	11.5	8392	10.5	4056	0	0	0	0	0	0	0	0	547	2364	8392	1712	27	0	0	0	0	0	0	0	0	0	0	52	727	4056	59	0	0	0	0	0	223031
1036	10370	17900	12899	68	25	10	7	33491	1443	2680.16	12454	438412	215.781	10.3296	255	0	255	0	255	11.5	8386	10.5	4158	0	0	0	0	0	0	0	0	520	2325	8386	1649	19	0	0	0	0	0	0	0	0	0	0	45	759	4158	39	0	0	0	0	0	223218
1037	10380	17727	12891	61	23	12	9	33526	1438	2706.09	12669	409931	215.846	10.4218	255	0	255	0	255	11.5	8310	10.5	4022	0	0	0	0	0	0	0	0	547	2353	8310	1666	15	0	0	0	0	0	0	0	0	0	0	52	718	4022	44	0	0	0	0	0	223390
1038	10390	17756	12957	60	26	12	9	33559	1441	2687.21	12638.7	433431	215.871	10.424	255	0	255	0	255	11.5	8439	10.5	3994	0	0	0	0	0	0	0	0	555	2370	8439	1576	17	0	0	0	0	0	0	0	0	0	0	43	709	3994	53	0	0	0	0	0	223578
1039	10400	18010	13217	59	23	13	9	33599	1439	2646.89	12516.6	391106	215.907	10.6008	255	0	255	0	255	11.5	8643	10.5	4007	0	0	0	0	0	0	0	0	597	2413	8643	1549	15	0	0	0	0	0	0	0	0	0	0	43	695	4007	48	0	0	0	0	0	223750
1040	10410	18082	13199	57	24	12	9	33633	1433	2625.14	12234.8	339377	215.905	10.5194	255	0	255	0	255	11.5	8679	10.5	4095	0	0	0	0	0	0	0	0	616	2378	8679	1510	16	0	0	0	0	0	0	0	0	0	0	34	702	4095	52	0	0	0	0	0	223937
1041	10420	18120	13267	55	24	12	9	33663	1437	2621.53	12114.9	358895	215.797	10.4795	255	0	255	0	255	11.5	8649	10.5	4089	0	0	0	0	0	0	0	0	642	2518	8649	1444	14	0	0	0	0	0	0	0	0	0	0	25	678	4089	61	0	0	0	0	0	224109
1042	10430	18198	13347	56	22	13	10	33707	1443	2641.73	12331.1	343663	215.857	10.476	255	0	255	0	255	11.5	8638	10.5	4063	0	0	0	0	0	0	0	0	695	2576	8638	1426	12	0	0	0	0	0	0	0	0	0	0	26	704	4063	58	0	0	0	0	0	224296
1043	10440	18389	13643	57	22	13	10	33748	1445	2629.81	12382.7	376963	215.842	10.5322	255	0	255	0	255	11.5	8692	10.5	3907	0	0	0	0	0	0	0	0	688	2706	8692	1552	5	0	0	0	0	0	0	0	0	0	0	23	745	3907	71	0	0	0	0	0	224484
1044	10450	18371	13515	60	24	14	10	33778	1446	2664.62	12294	365191	215.968	10.5494	255	0	255	0	255	11.5	8546	10.5	3995	0	0	0	0	0	0	0	0	660	2795	8546	1511	3	0	0	0	0	0	0	0	0	0	0	25	757	3995	79	0	0	0	0	0	224671
1045	10460	18285	13439	62	24	13	10	33823	1449	2665.9	12159.8	381211	215.924	10.4882	255	0	255	0	255	11.5	8417	10.5	4018	0	0	0	0	0	0	0	0	648	2894	8417	1479	1	0	0	0	0	0	0	0	0	0	0	23	721	4018	84	0	0	0	0	0	224843
1046	10470	18625	13739	61	23	14	10	33848	1449	2621.07	12325.5	447423	215.99	10.5874	255	0	255	0	255	11.5	8569	10.5	4079	0	0	0	0	0	0	0	0	679	2978	8569	1512	1	0	0	0	0	0	0	0	0	0	0	24	717	4079	66	0	0	0	0	0	225031
1047	10480	18387	13512	63	24	15	10	33888	1461	2621.28	12305.7	404706	215.947	10.5145	255	0	255	0	255	11.5	8493	10.5	4025	0	0	0	0	0	0	0	0	658	2856	8493	1501	4	0	0	0	0	0	0	0	0	0	0	26	763	4025	61	0	0	0	0	0	225218
1048	10490	18203	13266	59	23	15	10	33924	1450	2601.49	11772	326718	215.768	10.3931	255	0	255	0	255	11.5	8324	10.5	4077	0	0	0	0	0	0	0	0	672	2744	8324	1521	5	0	0	0	0	0	0	0	0	0	0	29	772	4077	59	0	0	0	0	0	225406
1049	10500	18223	13358	58	24	14	11	33965	1460	2590.99	11730.9	313986	215.78	10.4244	255	0	255	0	255	11.5	8244	10.5	4000	0	0	0	0	0	0	0	0	671	2862	8244	1577	4	0	0	0	0	0	0	0	0	0	0	24	789	4000	52	0	0	0	0	0	225578
1050	10510	18233	13357	56	24	16	11	33993	1453	2583.24	11717.9	331342	215.733	10.3426	255	0	255	0	255	11.5	8187	10.5	3963	0	0	0	0	0	0	0	0	701	2881	8187	1583	5	0	0	0	0	0	0	0	0	0	0	18	849	3963	46	0	0	0	0	0	225765
1051	10520	18292	13431	59	23	16	11	34033	1465	2574.22	11710.5	335685	215.828	10.4379	255	0	255	0	255	11.5	8196	10.5	3934	0	0	0	0	0	0	0	0	717	2966	8196	1545	7	0	0	0	0	0	0	0	0	0	0	21	837	3934	69	0	0	0	0	0	225953
1052	10530	18241	13383	57	22	15	11	34069	1454	2589.77	11685.6	333746	215.909	10.5094	255	0	255	0	255	11.5	8271	10.5	3961	0	0	0	0	0	0	0	0	734	2727	8271	1648	3	0	0	0	0	0	0	0	0	0	0	26	801	3961	70	0	0	0	0	0	226125
1053	10540	18299	13501	58	22	15	11	34110	1463	2531.04	11359.1	322504	215.784	10.4276	255	0	255	0	255	11.5	8310	10.5	3913	0	0	0	0	0	0	0	0	766	2768	8310	1654	3	0	0	0	0	0	0	0	0	0	0	20	785	3913	80	0	0	0	0	0	226312
1054	10550	18696	13923	54	22	14	11	34153	1466	2461.71	10866.9	306835	215.875	10.4804	255	0	255	0	255	11.5	8583	10.5	3927	0	0	0	0	0	0	0	0	760	2912	8583	1665	3	0	0	0	0	0	0	0	0	0	0	17	769	3927	60	0	0	0	0	0	226500
1055	10560	18715	13982	51	21	15	11	34179	1453	2500.2	11065.4	335657	216.055	10.5773	255	0	255	0	255	11.5	8646	10.5	3883	0	0	0	0	0	0	0	0	782	2920	8646	1633	1	0	0	0	0	0	0	0	0	0	0	21	776	3883	53	0	0	0	0	0	226687
1056	10570	18791	14004	52	19	14	11	34203	1447	2485.65	10944	308029	216.019	10.5385	255	0	255	0	255	11.5	8709	10.5	3927	0	0	0	0	0	0	0	0	802	2932	8709	1560	1	0	0	0	0	0	0	0	0	0	0	19	790	3927	51	0	0	0	0	0	226859
1057	10580	18544	13800	57	22	15	11	34247	1454	2506.9	11085.2	308554	216.065	10.674	255	0	255	0	255	11.5	8553	10.5	3869	0	0	0	0	0	0	0	0	825	2895	8553	1525	2	0	0	0	0	0	0	0	0	0	0	14	807	3869	54	0	0	0	0	0	227046
1058	10590	18596	13948	56	23	15	11	34277	1453	2466.5	10905.7	293867	216.031	10.5624	255	0	255	0	255	11.5	8495	10.5	3766	0	0	0	0	0	0	0	0	915	3068	8495	1466	4	0	0	0	0	0	0	0	0	0	0	12	829	3766	41	0	0	0	0	0	227234
1059	10600	18813	14064	54	23	15	11	34310	1452	2453.79	10947.6	309244	216.168	10.8105	255	0	255	0	255	11.5	8519	10.5	3887	0	0	0	0	0	0	0	0	854	3152	8519	1536	3	0	0	0	0	0	0	0	0	0	0	11	784	3887	67	0	0	0	0	0	227421
1060	10610	18675	13869	61	25	14	11	34352	1460	2435.38	11014.5	363019	216	10.5095	255	0	255	0	255	11.5	8430	10.5	3879	0	0	0	0	0	0	0	0	777	3149	8430	1509	4	0	0	0	0	0	0	0	0	0	0	18	833	3879	76	0	0	0	0	0	227609
1061	10620	18812	13957	61	23	16	11	34388	1467	2380.17	10610	345240	215.947	10.555	255	0	255	0	255	11.5	8418	10.5	3914	0	0	0	0	0	0	0	0	815	3224	8418	1496	4	0	0	0	0	0	0	0	0	0	0	21	851	3914	69	0	0	0	0	0	227781
1062	10630	18544	13696	56	23	16	11	34413	1455	2432.73	10675.6	329562	215.963	10.5063	255	0	255	0	255	11.5	8308	10.5	3897	0	0	0	0	0	0	0	0	745	3121	8308	1520	2	0	0	0	0	0	0	0	0	0	0	15	853	3897	83	0	0	0	0	0	227968
1063	10640	18360	13483	57	21	15	10	34445	1457	2446.61	10905.7	307554	215.916	10.4476	255	0	255	0	255	11.5	8226	10.5	3936	0	0	0	0	0	0	0	0	734	2985	8226	1537	1	0	0	0	0	0	0	0	0	0	0	14	854	3936	73	0	0	0	0	0	228156
1064	10650	18246	13307	52	19	17	10	34487	1454	2472.34	10921.8	300267	215.854	10.4939	255	0	255	0	255	11.5	8125	10.5	3974	0	0	0	0	0	0	0	0	725	2929	8125	1528	0	0	0	0	0	0	0	0	0	0	0	11	887	3974	67	0	0	0	0	0	228343
1065	10660	18057	13173	47	21	15	10	34514	1444	2489.58	10979.9	324409	215.847	10.4938	255	0	255	0	255	11.5	8043	10.5	3980	0	0	0	0	0	0	0	0	696	2855	8043	1577	2	0	0	0	0	0	0	0	0	0	0	8	844	3980	52	0	0	0	0	0	228531
1066	10670	18146	13222	50	21	14	10	34553	1451	2485.4	11041.7	326466	215.795	10.4505	255	0	255	0	255	11.5	8087	10.5	4047	0	0	0	0	0	0	0	0	744	2911	8087	1475	5	0	0	0	0	0	0	0	0	0	0	8	823	4047	46	0	0	0	0	0	228703
1067	10680	17934	13043	53	20	13	10	34590	1450	2536.08	11270.4	309003	215.734	10.3182	255	0	255	0	255	11.5	8008	10.5	3996	0	0	0	0	0	0	0	0	755	2861	8008	1414	5	0	0	0	0	0	0	0	0	0	0	5	843	3996	47	0	0	0	0	0	228890
1068	10690	17976	13139	53	23	13	10	34631	1457	2531.55	11256.5	284165	215.735	10.4578	255	0	255	0	255	11.5	8026	10.5	3987	0	0	0	0	0	0	0	0	751	2974	8026	1377	11	0	0	0	0	0	0	0	0	0	0	6	797	3987	47	0	0	0	0	0	229078
1069	10700	18278	13281	59	23	14	10	34671	1470	2462.87	10893.4	290331	215.574	10.292	255	0	255	0	255	11.5	8043	10.5	4136	0	0	0	0	0	0	0	0	702	3169	8043	1355	12	0	0	0	0	0	0	0	0	0	0	8	801	4136	52	0	0	0	0	0	229265
1070	10710	17852	13042	56	21	14	10	34701	1464	2538.37	11171.5	290396	215.779	10.3048	255	0	255	0	255	11.5	7935	10.5	3959	0	0	0	0	0	0	0	0	716	3044	7935	1334	13	0	0	0	0	0	0	0	0	0	0	10	786	3959	55	0	0	0	0	0	229453
1071	10720	17888	12964	55	19	14	10	34735	1466	2500	10671.8	297075	215.827	10.4201	255	0	255	0	255	11.5	7796	10.5	4050	0	0	0	0	0	0	0	0	755	3078	7796	1325	10	0	0	0	0	0	0	0	0	0	0	12	807	4050	55	0	0	0	0	0	229625
1072	10730	17812	12891	59	22	14	10	34778	1475	2546.37	10992.5	368375	215.846	10.4685	255	0	255	0	255	11.5	7664	10.5	4031	0	0	0	0	0	0	0	0	761	3064	7664	1394	8	0	0	0	0	0	0	0	0	0	0	12	834	4031	44	0	0	0	0	0	229812
1073	10740	17863	13079	58	22	14	10	34801	1468	2552.31	11157.2	364391	215.844	10.4522	255	0	255	0	255	11.5	7871	10.5	3945	0	0	0	0	0	0	0	0	704	3104	7871	1387	13	0	0	0	0	0	0	0	0	0	0	18	780	3945	41	0	0	0	0	0	229984
1074	10750	18239	13460	59	22	14	10	34835	1466	2506.28	11005	371315	215.89	10.564	255	0	255	0	255	11.5	8123	10.5	3945	0	0	0	0	0	0	0	0	735	3164	8123	1425	13	0	0	0	0	0	0	0	0	0	0	12	792	3945	30	0	0	0	0	0	230171
1075	10760	18360	13480	52	20	14	10	34864	1454	2489.51	11011.5	397845	215.92	10.5144	255	0	255	0	255	11.5	8004	10.5	4020	0	0	0	0	0	0	0	0	760	3269	8004	1432	15	0	0	0	0	0	0	0	0	0	0	13	820	4020	27	0	0	0	0	0	230359
1076	10770	18196	13259	54	21	13	10	34899	1461	2481.88	10890.9	396649	215.804	10.417	255	0	255	0	255	11.5	7857	10.5	4093	0	0	0	0	0	0	0	0	798	3140	7857	1442	22	0	0	0	0	0	0	0	0	0	0	14	797	4093	33	0	0	0	0	0	230531
1077	10780	18080	13232	59	23	13	10	34938	1470	2477.05	10837.1	400696	215.791	10.4443	255	0	255	0	255	11.5	7854	10.5	4037	0	0	0	0	0	0	0	0	787	3142	7854	1417	32	0	0	0	0	0	0	0	0	0	1	21	761	4037	28	0	0	0	0	0	230718
1078	10790	18312	13435	63	25	14	10	34978	1474	2459.32	10625.4	277409	215.845	10.4581	255	0	255	0	255	11.5	8043	10.5	4054	0	0	0	0	0	0	0	0	844	3126	8043	1399	23	0	0	0	0	0	0	0	0	0	2	23	763	4054	35	0	0	0	0	0	230906
1079	10800	18250	13397	56	22	14	10	35003	1459	2434.78	10402.5	281190	215.918	10.5213	255	0	255	0	255	11.5	7984	10.5	4033	0	0	0	0	0	0	0	0	928	3082	7984	1367	36	0	0	0	0	0	0	0	0	0	1	18	756	4033	45	0	0	0	0	0	231078
1080	10810	18273	13482	59	22	14	10	35038	1462	2444.6	10486.9	281067	215.977	10.4711	255	0	255	0	255	11.5	7997	10.5	3932	0	0	0	0	0	0	0	0	914	3191	7997	1345	35	0	0	0	0	0	0	0	0	0	2	15	788	3932	54	0	0	0	0	0	231265
1081	10820	18535	13755	62	22	14	10	35068	1461	2425.25	10414.5	294683	216.057	10.6016	255	0	255	0	255	11.5	8080	10.5	3953	0	0	0	0	0	0	0	0	928	3327	8080	1387	33	0	0	0	0	0	0	0	0	0	3	7	755	3953	62	0	0	0	0	0	231453
1082	10830	18751	13914	58	22	15	10	35095	1462	2414.79	10435.7	298228	216.114	10.6712	255	0	255	0	255	11.5	8201	10.5	4017	0	0	0	0	0	0	0	0	893	3391	8201	1388	41	0	0	0	0	0	0	0	0	0	4	4	745	4017	67	0	0	0	0	0	231625
1083	10840	18438	13697	64	26	13	10	35143	1480	2441.85	10478.5	302356	216.122	10.6262	255	0	255	0	255	11.5	8068	10.5	3937	0	0	0	0	0	0	0	0	906	3413	8068	1279	31	0	0	0	0	0	0	0	0	0	3	9	728	3937	64	0	0	0	0	0	231812
1084	10850	18252	13522	61	26	13	10	35181	1476	2454.02	10411.1	306505	216.007	10.6254	255	0	255	0	255	11.5	7974	10.5	3893	0	0	0	0	0	0	0	0	894	3367	7974	1248	39	0	0	0	0	0	0	0	0	0	4	9	773	3893	51	0	0	0	0	0	232000
1085	10860	18349	13618	60	24	14	10	35214	1476	2438.13	10227.9	293235	215.936	10.5583	255	0	255	0	255	11.5	7940	10.5	3904	0	0	0	0	0	0	0	0	968	3437	7940	1242	31	0	0	0	0	0	0	0	0	0	7	6	767	3904	47	0	0	0	0	0	232187
1086	10870	18394	13646	55	22	15	10	35240	1475	2429.53	10291.5	326910	216.003	10.5676	255	0	255	0	255	11.5	7947	10.5	3888	0	0	0	0	0	0	0	0	980	3450	7947	1235	34	0	0	0	0	0	0	0	0	0	5	4	807	3888	44	0	0	0	0	0	232359
