"IMPORTANT FILOGENETIC" LINES from 0-th step to global "end of life" in 307-th step
MODEL PARAMETERS:
ROZMIAR=	300x150
MAPA=	
WYPOSAZENIE_POTOMSTWA=	0.05
EFEKTYWNOSC_AUTOTROFA=	0.5
MAX_WIEK=	50
PLODNOSC=	0.2
RTG=	0.000625
PRAWDOPODOBIENSTWO KATASTROF=	0(disabled)
EKSPLOATACJA=	DRAPIEZNICZA
DYSTANS RUCHU=	1
BIT_STABILIZACJI_RUCHU=	1024
ELASTYCZNE MIJANIE=	YES
MONTECARLO STEPS per STEP=	10

FULLCODE	ORDNUMBER	ANCORDNUM	BEGSTEP	ENDSTEP	LIFETIME	CURRAGENTS	ALLAGENTS	FEEDNISHE	DEFFNISHE	FEEDSPEC	DEFFSPEC	SPECJALIS	NISHENAME
ff7b_c3b	3131	181	83	116	33	0	118	255	123	8	6	14	ff7b	
df7f_d69	3433	181	87	98	11	0	22	223	127	7	7	14	df7f	
5f7f_e54	3668	3433	89	114	25	0	128	95	127	6	7	13	5f7f	
5f7b_10f5	4341	3668	97	188	91	0	1104	95	123	6	6	12	5f7b	
bf7f_dae	3502	181	88	110	22	0	60	191	127	7	7	14	bf7f	
ef7f_eab	3755	181	90	99	9	0	15	239	127	7	7	14	ef7f	
feff_b6	182	1	31	108	77	0	375	254	255	7	8	15	feff	
fe7f_1e8	488	182	41	109	68	0	453	254	127	7	7	14	fe7f	
bfff_ba	186	1	31	41	10	0	4	191	255	7	8	15	bfff	
fbff_c0	192	1	32	95	63	0	1718	251	255	7	8	15	fbff	
fdff_c2	194	1	32	79	47	0	173	253	255	7	8	15	fdff	
fbff_c8	200	1	32	56	24	0	105	251	255	7	8	15	fbff	
fdff_cb	203	1	32	98	66	0	237	253	255	7	8	15	fdff	
ffbf_d6	214	1	32	107	75	0	334	255	191	8	7	15	ffbf	
dfff_de	222	1	33	74	41	0	288	223	255	7	8	15	dfff	
dfff_e2	226	1	33	103	70	0	1138	223	255	7	8	15	dfff	
ff7f_e5	229	1	33	153	120	0	7564	255	127	8	7	15	ff7f	
ef7f_4c2	1218	229	58	85	27	0	78	239	127	7	7	14	ef7f	
ed7f_acf	2767	1218	79	118	39	0	110	237	127	6	7	13	ed7f	
ff3f_831	2097	229	71	220	149	0	4017	255	63	8	6	14	ff3f	
7f3f_1084	4228	2097	96	301	205	0	5067	127	63	7	6	13	7f3f	
7f3d_1820	6176	4228	118	251	133	0	796	127	61	7	5	12	7f3d	
7f39_1a3a	6714	6176	125	302	177	0	8884	127	57	7	4	11	7f39	
7f31_3175	12661	6714	184	214	30	0	147	127	49	7	3	10	7f31	
7e39_35dd	13789	6714	193		114	11	961	126	57	6	4	10	7e39	
3e39_392a	14634	13789	200		107	381	15832	62	57	5	4	9	3e39	
3e3b_59d1	22993	14634	268		39	7	333	62	59	5	5	10	3e3b	
3e3a_5ef5	24309	22993	278		29	28	423	62	58	5	4	9	3e3a	
2e39_6668	26216	14634	293		14	8	73	46	57	4	4	8	2e39	
3e29_66e2	26338	14634	295		12	1	23	62	41	5	3	8	3e29	
3e3d_671c	26396	14634	295		12	11	59	62	61	5	5	10	3e3d	
3a39_68d4	26836	14634	299	302	3	0	5	58	57	4	4	8	3a39	
3a38_6a37	27191	26836	302		5	3	11	58	56	4	3	7	3a38	
3e38_693d	26941	14634	300		7	4	14	62	56	5	3	8	3e38	
3e29_6a2f	27183	14634	302		5	3	14	62	41	5	3	8	3e29	
3a39_6a70	27248	14634	302		5	1	4	58	57	4	4	8	3a39	
3639_6b6c	27500	14634	304		3	1	9	54	57	4	4	8	3639	
3f39_6b7f	27519	14634	305		2	3	4	63	57	6	4	10	3f39	
3c39_6bdb	27611	14634	305		2	1	3	60	57	4	4	8	3c39	
3e3d_6beb	27627	14634	305		2	1	5	62	61	5	5	10	3e3d	
3e19_6c07	27655	14634	306		1	6	7	62	25	5	3	8	3e19	
3c39_6c9c	27804	14634	307		0	1	1	60	57	4	4	8	3c39	
3e3d_6cad	27821	14634	307		0	1	1	62	61	5	5	10	3e3d	
3e3b_6cd0	27856	14634	307		0	1	1	62	59	5	5	10	3e3b	
5e39_4fa5	20389	13789	247	281	34	0	179	94	57	5	4	9	5e39	
5e39_6847	26695	13789	297		10	3	21	94	57	5	4	9	5e39	
7f3d_3654	13908	6714	195	280	85	0	813	127	61	7	5	12	7f3d	
7e3d_55c9	21961	13908	260	293	33	0	264	126	61	6	5	11	7e3d	
3e3d_5d96	23958	21961	275		32	4	190	62	61	5	5	10	3e3d	
7f38_3f83	16259	6714	213	235	22	0	173	127	56	7	3	10	7f38	
7e3f_226b	8811	4228	150	194	44	0	124	126	63	6	6	12	7e3f	
7b3f_23d9	9177	4228	153	222	69	0	337	123	63	6	6	12	7b3f	
7f3e_2a9f	10911	4228	170		137	11	4014	127	62	7	5	12	7f3e	
7f2e_5192	20882	10911	251	296	45	0	315	127	46	7	4	11	7f2e	
7fe_6559	25945	20882	291		16	11	87	127	14	7	3	10	7fe	
3f3e_531d	21277	10911	254		53	91	1860	63	62	6	5	11	3f3e	
3f3a_6555	25941	21277	291		16	6	91	63	58	6	4	10	3f3a	
3f3b_6a98	27288	25941	303		4	3	10	63	59	6	5	11	3f3b	
3f3c_6c1d	27677	21277	306		1	1	1	63	60	6	4	10	3f3c	
3f1e_6c49	27721	21277	306		1	1	1	63	30	6	4	10	3f1e	
3d3e_6cc5	27845	21277	307		0	1	1	61	62	5	5	10	3d3e	
7f2f_4778	18296	4228	230	261	31	0	134	127	47	7	5	12	7f2f	
ff37_1a3b	6715	2097	125	271	146	0	1666	255	55	8	5	13	ff37	
7f3f_1a7c	6780	2097	126	160	34	0	156	127	63	7	6	13	7f3f	
fb7f_864	2148	229	72	109	37	0	200	251	127	7	7	14	fb7f	
ff7d_da7	3495	229	88	156	68	0	525	255	125	8	6	14	ff7d	
ff77_12ce	4814	229	102	249	147	0	1269	255	119	8	6	14	ff77	
ff7f_e6	230	1	33	156	123	0	11372	255	127	8	7	15	ff7f	
fd7f_5ad	1453	230	62	95	33	0	139	253	127	7	7	14	fd7f	
fe7f_71b	1819	230	67	132	65	0	453	254	127	7	7	14	fe7f	
ff3f_7bb	1979	230	69	105	36	0	210	255	63	8	6	14	ff3f	
fe7f_805	2053	230	70	103	33	0	110	254	127	7	7	14	fe7f	
ff6f_bcd	3021	230	82	178	96	0	577	255	111	8	6	14	ff6f	
f77f_bdc	3036	230	82	84	2	0	1	247	127	7	7	14	f77f	
ef7f_d0f	3343	230	86	96	10	0	19	239	127	7	7	14	ef7f	
ff3f_fbb	4027	230	93		214	5	10894	255	63	8	6	14	ff3f	
ff37_1e44	7748	4027	138	205	67	0	895	255	55	8	5	13	ff37	
ff17_2c57	11351	7748	173	238	65	0	504	255	23	8	4	12	ff17	
ff1f_4187	16775	4027	218		89	25	1556	255	31	8	5	13	ff1f	
ff1b_544e	21582	16775	256	284	28	0	74	255	27	8	4	12	ff1b	
fd3f_429f	17055	4027	220	224	4	0	4	253	63	7	6	13	fd3f	
ff3f_10d2	4306	230	97	304	207	0	25342	255	63	8	6	14	ff3f	
fe3f_1b9d	7069	4306	130	140	10	0	17	254	63	7	6	13	fe3f	
7f3f_245e	9310	4306	155	230	75	0	692	127	63	7	6	13	7f3f	
fb3f_25e7	9703	4306	158	176	18	0	24	251	63	7	6	13	fb3f	
ff2f_2871	10353	4306	164	203	39	0	450	255	47	8	5	13	ff2f	
7f3f_2b7d	11133	4306	171	262	91	0	1174	127	63	7	6	13	7f3f	
7f3e_3f93	16275	11133	213	256	43	0	146	127	62	7	5	12	7f3e	
7f3f_2ba7	11175	4306	171	175	4	0	7	127	63	7	6	13	7f3f	
ff1f_351d	13597	4306	192	234	42	0	184	255	31	8	5	13	ff1f	
ff1b_3f8f	16271	13597	213	253	40	0	187	255	27	8	4	12	ff1b	
7f3f_3c6b	15467	4306	207	256	49	0	208	127	63	7	6	13	7f3f	
ff2f_3cd9	15577	4306	208	223	15	0	21	255	47	8	5	13	ff2f	
ff3b_4271	17009	4306	219	257	38	0	147	255	59	8	5	13	ff3b	
fe7f_17c2	6082	230	117	126	9	0	16	254	127	7	7	14	fe7f	
ff7e_1aec	6892	230	128	177	49	0	208	255	126	8	6	14	ff7e	
7f7f_1b72	7026	230	129	297	168	0	1878	127	127	7	7	14	7f7f	
7f7b_4467	17511	7026	224	231	7	0	16	127	123	7	6	13	7f7b	
7f5b_4678	18040	17511	228	250	22	0	122	127	91	7	5	12	7f5b	
ffef_e8	232	1	33	97	64	0	247	255	239	8	7	15	ffef	
fbff_e9	233	1	33	109	76	0	1090	251	255	7	8	15	fbff	
ffdf_ec	236	1	33	92	59	0	349	255	223	8	7	15	ffdf	
fdff_ed	237	1	33	95	62	0	626	253	255	7	8	15	fdff	
dfff_f0	240	1	33	38	5	0	3	223	255	7	8	15	dfff	
f7ff_fd	253	1	34	102	68	0	453	247	255	7	8	15	f7ff	
feff_101	257	1	34	63	29	0	217	254	255	7	8	15	feff	
fefd_29e	670	257	46	90	44	0	143	254	253	7	7	14	fefd	
dfff_105	261	1	34	75	41	0	247	223	255	7	8	15	dfff	
f7ff_109	265	1	34	119	85	0	908	247	255	7	8	15	f7ff	
feff_10a	266	1	34	120	86	0	1118	254	255	7	8	15	feff	
feff_10b	267	1	34	61	27	0	215	254	255	7	8	15	feff	
fdff_10d	269	1	34	87	53	0	382	253	255	7	8	15	fdff	
fbff_116	278	1	35	118	83	0	1638	251	255	7	8	15	fbff	
fbf7_2dd	733	278	48	51	3	0	4	251	247	7	7	14	fbf7	
faff_3c9	969	278	53	120	67	0	913	250	255	6	8	14	faff	
faef_60d	1549	969	64	112	48	0	215	250	239	6	7	13	faef	
facf_950	2384	1549	75	112	37	0	261	250	207	6	6	12	facf	
fffd_11c	284	1	35	100	65	0	168	255	253	8	7	15	fffd	
f7ff_127	295	1	35	134	99	0	423	247	255	7	8	15	f7ff	
ffef_129	297	1	35	107	72	0	310	255	239	8	7	15	ffef	
7fef_d83	3459	297	87	142	55	0	451	127	239	7	7	14	7fef	
bfff_12a	298	1	36	78	42	0	129	191	255	7	8	15	bfff	
ffbf_12b	299	1	36	52	16	0	23	255	191	8	7	15	ffbf	
feff_135	309	1	36	62	26	0	110	254	255	7	8	15	feff	
fbff_137	311	1	36	103	67	0	932	251	255	7	8	15	fbff	
fb7f_3f1	1009	311	54	89	35	0	129	251	127	7	7	14	fb7f	
ffff_9a4	2468	311	76	81	5	0	4	255	255	8	8	16	ffff	
fffe_139	313	1	36	115	79	0	408	255	254	8	7	15	fffe	
fefe_89a	2202	313	72	94	22	0	87	254	254	7	7	14	fefe	
f7ff_140	320	1	36	106	70	0	812	247	255	7	8	15	f7ff	
f7ef_34c	844	320	50	79	29	0	115	247	239	7	7	14	f7ef	
ffbf_141	321	1	36	104	68	0	880	255	191	8	7	15	ffbf	
fbbf_4c3	1219	321	58	126	68	0	511	251	191	7	7	14	fbbf	
ff3f_bb0	2992	321	82	273	191	0	7709	255	63	8	6	14	ff3f	
ff2f_1807	6151	2992	118		189	22	7865	255	47	8	5	13	ff2f	
ff2d_30d3	12499	6151	182	227	45	0	235	255	45	8	4	12	ff2d	
ff1f_1c94	7316	2992	133	247	114	0	1945	255	31	8	5	13	ff1f	
ff17_1ffd	8189	7316	143	172	29	0	140	255	23	8	4	12	ff17	
7f1f_3842	14402	7316	199	204	5	0	12	127	31	7	5	12	7f1f	
ff1d_479d	18333	7316	230	232	2	0	1	255	29	8	4	12	ff1d	
ff3b_22ca	8906	2992	151	178	27	0	100	255	59	8	5	13	ff3b	
7f3f_24c3	9411	2992	156	293	137	0	1107	127	63	7	6	13	7f3f	
3f3f_274b	10059	9411	162		145	605	36144	63	63	6	6	12	3f3f	
3d3f_36fa	14074	10059	196	222	26	0	243	61	63	5	6	11	3d3f	
373f_38ba	14522	10059	200		107	182	12067	55	63	5	6	11	373f	
173f_48eb	18667	14522	233		74	113	5393	23	63	4	6	10	173f	
172f_5943	22851	18667	267	300	33	0	285	23	47	4	5	9	172f	
17bf_617d	24957	18667	283	297	14	0	27	23	191	4	7	11	17bf	
173e_64be	25790	18667	290		17	8	103	23	62	4	5	9	173e	
973e_6ca6	27814	25790	307		0	2	2	151	62	5	5	10	973e	
171f_65ae	26030	18667	292		15	20	159	23	31	4	5	9	171f	
373f_6ca5	27813	18667	307		0	2	2	55	63	5	6	11	373f	
371f_4f6b	20331	14522	246	300	54	0	262	55	31	5	5	10	371f	
173f_52cb	21195	14522	253		54	50	1163	23	63	4	6	10	173f	
171f_5fd1	24529	21195	280		27	37	519	23	31	4	5	9	171f	
171f_61ab	25003	21195	283		24	40	464	23	31	4	5	9	171f	
171e_673b	26427	25003	295		12	8	95	23	30	4	4	8	171e	
17e_6a8f	27279	26427	303		4	6	13	23	14	4	3	7	17e	
177f_6b06	27398	21195	304		3	2	4	23	127	4	7	11	177f	
173b_6b1a	27418	21195	304		3	3	8	23	59	4	5	9	173b	
373f_6ccf	27855	21195	307		0	1	1	55	63	5	6	11	373f	
373d_5e3a	24122	14522	277		30	1	84	55	61	5	5	10	373d	
372f_6570	25968	14522	291		16	24	130	55	47	5	5	10	372f	
377f_6674	26228	14522	293		14	6	31	55	127	5	7	12	377f	
377f_685c	26716	14522	298		9	1	15	55	127	5	7	12	377f	
371f_68ae	26798	14522	298		9	6	25	55	31	5	5	10	371f	
373b_6a71	27249	14522	302		5	1	2	55	59	5	5	10	373b	
363f_6b19	27417	14522	304		3	1	6	54	63	4	6	10	363f	
373f_3ccf	15567	10059	208	236	28	0	162	55	63	5	6	11	373f	
3f3d_3e59	15961	10059	211	237	26	0	148	63	61	6	5	11	3f3d	
3f3b_46eb	18155	10059	229	236	7	0	35	63	59	6	5	11	3f3b	
3b3f_4836	18486	10059	231	272	41	0	274	59	63	5	6	11	3b3f	
3f3f_5874	22644	18486	265		42	4	331	63	63	6	6	12	3f3f	
3f3d_4a7d	19069	10059	236	277	41	0	220	63	61	6	5	11	3f3d	
3fbf_4fcf	20431	10059	247	251	4	0	8	63	191	6	7	13	3fbf	
3f3b_5086	20614	10059	249	293	44	0	323	63	59	6	5	11	3f3b	
3f37_518c	20876	10059	251	264	13	0	43	63	55	6	5	11	3f37	
3f36_529f	21151	20876	253		54	7	376	63	54	6	4	10	3f36	
3f2f_51c6	20934	10059	251		56	17	895	63	47	6	5	11	3f2f	
3f2f_55f3	22003	10059	260	278	18	0	106	63	47	6	5	11	3f2f	
373f_5852	22610	10059	265		42	8	241	55	63	5	6	11	373f	
3f7f_587f	22655	10059	265	287	22	0	102	63	127	6	7	13	3f7f	
3f3b_5a1b	23067	10059	268		39	25	458	63	59	6	5	11	3f3b	
373f_5be0	23520	10059	272		35	12	414	55	63	5	6	11	373f	
3f37_5c5f	23647	10059	273	297	24	0	113	63	55	6	5	11	3f37	
3f7f_5e63	24163	10059	277		30	6	180	63	127	6	7	13	3f7f	
3fbf_5f12	24338	10059	279	280	1	0	2	63	191	6	7	13	3fbf	
3f2f_6063	24675	10059	281		26	17	248	63	47	6	5	11	3f2f	
3f3b_60db	24795	10059	282		25	1	62	63	59	6	5	11	3f3b	
1f3f_60f2	24818	10059	282		25	10	179	31	63	5	6	11	1f3f	
3f2f_628d	25229	10059	285		22	13	152	63	47	6	5	11	3f2f	
7f3f_65a3	26019	10059	292		15	4	42	127	63	7	6	13	7f3f	
3b3f_65ef	26095	10059	292		15	4	79	59	63	5	6	11	3b3f	
1f3f_6631	26161	10059	293		14	23	181	31	63	5	6	11	1f3f	
3f3d_6776	26486	10059	296		11	5	34	63	61	6	5	11	3f3d	
3b3f_69af	27055	10059	301		6	1	18	59	63	5	6	11	3b3f	
7f3f_6ac5	27333	10059	303		4	1	3	127	63	7	6	13	7f3f	
7f3f_6b71	27505	10059	304		3	2	3	127	63	7	6	13	7f3f	
3f3b_6bd2	27602	10059	305		2	1	3	63	59	6	5	11	3f3b	
3f3b_6c08	27656	10059	306		1	1	1	63	59	6	5	11	3f3b	
1f3f_6c74	27764	10059	307		0	1	2	31	63	5	6	11	1f3f	
3b3f_6c77	27767	10059	307		0	3	3	59	63	5	6	11	3b3f	
3f7f_6ca8	27816	10059	307		0	1	1	63	127	6	7	13	3f7f	
3fbf_6cc2	27842	10059	307		0	1	1	63	191	6	7	13	3fbf	
ff2f_2591	9617	2992	157	198	41	0	342	255	47	8	5	13	ff2f	
7f3f_2839	10297	2992	164	255	91	0	499	127	63	7	6	13	7f3f	
7f3f_3326	13094	2992	187	224	37	0	178	127	63	7	6	13	7f3f	
ffdf_144	324	1	36	125	89	0	6062	255	223	8	7	15	ffdf	
f7df_3bf	959	324	53	97	44	0	344	247	223	7	7	14	f7df	
fbdf_4e6	1254	324	58	97	39	0	137	251	223	7	7	14	fbdf	
fddf_5e8	1512	324	63	97	34	0	133	253	223	7	7	14	fddf	
ffdb_63e	1598	324	65	119	54	0	420	255	219	8	6	14	ffdb	
7fdf_686	1670	324	66	109	43	0	238	127	223	7	7	14	7fdf	
f7df_809	2057	324	70	89	19	0	36	247	223	7	7	14	f7df	
fedf_887	2183	324	72	85	13	0	39	254	223	7	7	14	fedf	
fbdf_af1	2801	324	79	84	5	0	6	251	223	7	7	14	fbdf	
7fdf_c5c	3164	324	84	156	72	0	872	127	223	7	7	14	7fdf	
fbff_145	325	1	36	67	31	0	205	251	255	7	8	15	fbff	
fff7_14a	330	1	37	81	44	0	131	255	247	8	7	15	fff7	
fbff_14b	331	1	37	58	21	0	83	251	255	7	8	15	fbff	
faff_429	1065	331	55	111	56	0	281	250	255	6	8	14	faff	
f7ff_15d	349	1	37	109	72	0	993	247	255	7	8	15	f7ff	
f5ff_9da	2522	349	76	127	51	0	329	245	255	6	8	14	f5ff	
ff7f_168	360	1	37	130	93	0	2077	255	127	8	7	15	ff7f	
ff7e_695	1685	360	66	101	35	0	354	255	126	8	6	14	ff7e	
bfff_169	361	1	37	65	28	0	131	191	255	7	8	15	bfff	
ffbf_16a	362	1	37	68	31	0	152	255	191	8	7	15	ffbf	
efff_16d	365	1	37	67	30	0	145	239	255	7	8	15	efff	
dfff_172	370	1	38	108	70	0	844	223	255	7	8	15	dfff	
dffd_8d3	2259	370	73	111	38	0	102	223	253	7	7	14	dffd	
f7ff_175	373	1	38	61	23	0	172	247	255	7	8	15	f7ff	
feff_17d	381	1	38	102	64	0	397	254	255	7	8	15	feff	
ffdf_17f	383	1	38	66	28	0	181	255	223	8	7	15	ffdf	
bfff_182	386	1	38	69	31	0	194	191	255	7	8	15	bfff	
bfff_186	390	1	38	45	7	0	9	191	255	7	8	15	bfff	
fbff_189	393	1	38	73	35	0	115	251	255	7	8	15	fbff	
feff_18c	396	1	39	66	27	0	113	254	255	7	8	15	feff	
fdff_19a	410	1	39	93	54	0	389	253	255	7	8	15	fdff	
fdff_19f	415	1	39	104	65	0	394	253	255	7	8	15	fdff	
fdff_1a5	421	1	39	105	66	0	585	253	255	7	8	15	fdff	
feff_1a7	423	1	39	67	28	0	109	254	255	7	8	15	feff	
fdff_1a8	424	1	39	121	82	0	1313	253	255	7	8	15	fdff	
efff_1be	446	1	40	122	82	0	753	239	255	7	8	15	efff	
fbff_1d2	466	1	41	74	33	0	175	251	255	7	8	15	fbff	
feff_1d9	473	1	41	66	25	0	116	254	255	7	8	15	feff	
ffdf_1dc	476	1	41	120	79	0	1182	255	223	8	7	15	ffdf	
ffdd_33c	828	476	50	57	7	0	7	255	221	8	6	14	ffdd	
fddd_42e	1070	828	55	108	53	0	460	253	221	7	6	13	fddd	
ffff_36d	877	476	51	96	45	0	502	255	255	8	8	16	ffff	
ffbf_9fa	2554	877	76	93	17	0	16	255	191	8	7	15	ffbf	
dfbf_def	3567	2554	88	98	10	0	3	223	191	7	7	14	dfbf	
bfdf_8e9	2281	476	73	96	23	0	78	191	223	7	7	14	bfdf	
bfff_b6c	2924	2281	81	82	1	0	2	191	255	7	8	15	bfff	
7fff_1f7	503	1	42	44	2	0	2	127	255	7	8	15	7fff	
dfff_20c	524	1	42	107	65	0	534	223	255	7	8	15	dfff	
f7ff_20d	525	1	42	76	34	0	114	247	255	7	8	15	f7ff	
dfff_21a	538	1	43	116	73	0	805	223	255	7	8	15	dfff	
ff7f_22f	559	1	43	188	145	0	8841	255	127	8	7	15	ff7f	
ff3f_4e3	1251	559	58	287	229	0	46468	255	63	8	6	14	ff3f	
ff1f_961	2401	1251	75		232	2094	302525	255	31	8	5	13	ff1f	
ff1d_18be	6334	2401	120		187	16	8490	255	29	8	4	12	ff1d	
ff3d_26c7	9927	6334	160	224	64	0	836	255	61	8	5	13	ff3d	
ff19_5151	20817	6334	250	284	34	0	280	255	25	8	3	11	ff19	
fe1d_6bf4	27636	6334	306		1	1	2	254	29	7	4	11	fe1d	
ff3f_1eda	7898	2401	140	203	63	0	174	255	63	8	6	14	ff3f	
ff3f_2219	8729	2401	149	189	40	0	117	255	63	8	6	14	ff3f	
ff17_229d	8861	2401	150		157	12	2732	255	23	8	4	12	ff17	
ff7_3a63	14947	8861	203	246	43	0	154	255	7	8	3	11	ff7	
ff13_3abf	15039	8861	203	241	38	0	246	255	19	8	3	11	ff13	
bf17_6b86	27526	8861	305		2	1	2	191	23	7	4	11	bf17	
7f1f_24c0	9408	2401	155	158	3	0	2	127	31	7	5	12	7f1f	
ff17_2765	10085	2401	162		145	18	1502	255	23	8	4	12	ff17	
7f17_45d0	17872	10085	227	275	48	0	245	127	23	7	4	11	7f17	
5f17_53f1	21489	17872	255		52	72	1243	95	23	6	4	10	5f17	
5f16_6a12	27154	21489	302		5	4	16	95	22	6	3	9	5f16	
5f57_6aae	27310	21489	303		4	3	4	95	87	6	5	11	5f57	
ff1b_28c4	10436	2401	165	288	123	0	862	255	27	8	4	12	ff1b	
7f1f_297f	10623	2401	167	214	47	0	380	127	31	7	5	12	7f1f	
ff1d_2c0d	11277	2401	172		135	22	4027	255	29	8	4	12	ff1d	
ffd_5ba3	23459	11277	271		36	32	631	255	13	8	3	11	ffd	
efd_6c30	27696	23459	306		1	1	1	239	13	7	3	10	efd	
ff1d_2c6a	11370	2401	173	213	40	0	154	255	29	8	4	12	ff1d	
ff3f_2c99	11417	2401	174	174	0	0	1	255	63	8	6	14	ff3f	
7f1f_2d62	11618	2401	175	213	38	0	191	127	31	7	5	12	7f1f	
fff_30b0	12464	2401	182	216	34	0	281	255	15	8	4	12	fff	
ff17_30e1	12513	2401	182	307	125	0	1546	255	23	8	4	12	ff17	
fe17_4ece	20174	12513	245	256	11	0	12	254	23	7	4	11	fe17	
ff13_607f	24703	12513	281		26	2	90	255	19	8	3	11	ff13	
ff3f_3237	12855	2401	186	256	70	0	466	255	63	8	6	14	ff3f	
ff1e_3294	12948	2401	186	190	4	0	2	255	30	8	4	12	ff1e	
7f1f_33a4	13220	2401	189	190	1	0	2	127	31	7	5	12	7f1f	
ff1e_340c	13324	2401	189	221	32	0	137	255	30	8	4	12	ff1e	
ff3f_3481	13441	2401	190	222	32	0	152	255	63	8	6	14	ff3f	
7f1f_3494	13460	2401	191	234	43	0	198	127	31	7	5	12	7f1f	
ff1e_349f	13471	2401	191	242	51	0	157	255	30	8	4	12	ff1e	
ff3f_359a	13722	2401	193	199	6	0	10	255	63	8	6	14	ff3f	
fb1f_35da	13786	2401	193	198	5	0	2	251	31	7	5	12	fb1f	
7f1f_369c	13980	2401	195		112	18	2032	127	31	7	5	12	7f1f	
7f1e_6a13	27155	13980	302		5	1	5	127	30	7	4	11	7f1e	
ff17_377d	14205	2401	197	225	28	0	109	255	23	8	4	12	ff17	
ff1d_378e	14222	2401	197	271	74	0	824	255	29	8	4	12	ff1d	
ff1e_37e6	14310	2401	198	239	41	0	554	255	30	8	4	12	ff1e	
7f1f_381d	14365	2401	198	236	38	0	133	127	31	7	5	12	7f1f	
7f1f_38a4	14500	2401	199	238	39	0	226	127	31	7	5	12	7f1f	
ff1e_394d	14669	2401	201	272	71	0	747	255	30	8	4	12	ff1e	
ff1b_39b4	14772	2401	202		105	9	921	255	27	8	4	12	ff1b	
ff19_6262	25186	14772	285		22	10	104	255	25	8	3	11	ff19	
ff17_3a56	14934	2401	203	235	32	0	125	255	23	8	4	12	ff17	
ff1b_3a5d	14941	2401	203	246	43	0	266	255	27	8	4	12	ff1b	
fff_3a8c	14988	2401	203		104	136	3861	255	15	8	4	12	fff	
7ff_5786	22406	14988	263	265	2	0	2	127	15	7	4	11	7ff	
7ff_639d	25501	14988	287		20	5	74	127	15	7	4	11	7ff	
ff7_682d	26669	14988	297	304	7	0	14	255	7	8	3	11	ff7	
ff8f_6c2d	27693	14988	306		1	1	2	255	143	8	5	13	ff8f	
7ff_6c55	27733	14988	306		1	1	1	127	15	7	4	11	7ff	
fd1f_3aa6	15014	2401	203	204	1	0	1	253	31	7	5	12	fd1f	
ff1d_3ad9	15065	2401	204	215	11	0	28	255	29	8	4	12	ff1d	
ff1b_3aef	15087	2401	204	206	2	0	3	255	27	8	4	12	ff1b	
fff_3b5e	15198	2401	205		102	121	3803	255	15	8	4	12	fff	
ff2f_6bc1	27585	15198	305		2	4	4	255	47	8	5	13	ff2f	
ff17_3b69	15209	2401	205		102	202	5513	255	23	8	4	12	ff17	
df17_44c1	17601	15209	225	229	4	0	1	223	23	7	4	11	df17	
ff1f_4d9e	19870	15209	243	243	0	0	1	255	31	8	5	13	ff1f	
ff15_50b0	20656	15209	249		58	12	750	255	21	8	3	11	ff15	
fb15_6b8a	27530	20656	305		2	1	4	251	21	7	3	10	fb15	
ff16_5a03	23043	15209	268	306	38	0	194	255	22	8	3	11	ff16	
ff16_6bba	27578	15209	305		2	1	1	255	22	8	3	11	ff16	
ff13_6bd4	27604	15209	305		2	1	1	255	19	8	3	11	ff13	
ff13_6be3	27619	15209	305		2	2	3	255	19	8	3	11	ff13	
fff_3b9c	15260	2401	205	216	11	0	14	255	15	8	4	12	fff	
ff1d_3cc5	15557	2401	208	228	20	0	112	255	29	8	4	12	ff1d	
ff1e_3cdd	15581	2401	208		99	37	2776	255	30	8	4	12	ff1e	
ffe_4df1	19953	15581	243		64	173	2976	255	14	8	3	11	ffe	
ffc_6764	26468	19953	296		11	5	35	255	12	8	2	10	ffc	
ffc_6a3a	27194	19953	302		5	6	15	255	12	8	2	10	ffc	
fde_6c05	27653	19953	306		1	1	1	253	14	7	3	10	fde	
ff16_6a28	27176	15581	302		5	1	5	255	22	8	3	11	ff16	
df1e_6bb0	27568	15581	305		2	1	1	223	30	7	4	11	df1e	
ff1d_3d32	15666	2401	209	246	37	0	122	255	29	8	4	12	ff1d	
fff_3d8e	15758	2401	209	307	98	0	2096	255	15	8	4	12	fff	
fff_3de0	15840	2401	210	244	34	0	172	255	15	8	4	12	fff	
ff5f_3e24	15908	2401	211	242	31	0	126	255	95	8	6	14	ff5f	
7f1f_3e70	15984	2401	211	250	39	0	161	127	31	7	5	12	7f1f	
5f1f_48c8	18632	15984	233		74	23	1584	95	31	6	5	11	5f1f	
ff17_3ee4	16100	2401	212	258	46	0	252	255	23	8	4	12	ff17	
ff1e_3f1d	16157	2401	213		94	6	785	255	30	8	4	12	ff1e	
ff17_3f4d	16205	2401	213	225	12	0	41	255	23	8	4	12	ff17	
7f1f_408e	16526	2401	216	247	31	0	103	127	31	7	5	12	7f1f	
7f1f_40fd	16637	2401	216	270	54	0	374	127	31	7	5	12	7f1f	
ff5f_412e	16686	2401	217	223	6	0	8	255	95	8	6	14	ff5f	
fff_41ac	16812	2401	218		89	47	2136	255	15	8	4	12	fff	
ff1b_41fa	16890	2401	219	291	72	0	326	255	27	8	4	12	ff1b	
ff17_42db	17115	2401	220		87	3	1112	255	23	8	4	12	ff17	
ff57_52cc	21196	17115	253		54	1	291	255	87	8	5	13	ff57	
