
EXP:	Thu Dec 27 01:13:49 2018
CO-EVOLUTION [1545869629]
WORLD_SIZE=	200x100
THE_MAPP=	
DOWRY_OF_OFFSPRING=	0.05
AUTOTROPHS_EFFECTIVENESS=	0.99
MAX_AGE=	50
FERTILITY=	0.2
RTG=	0.000125
LIKELIHOOD_OF_DISASTERS=	0(disabled)
PREDATORY EXPLOITATION=	YES
MAX_MOVE=	1
DONT_MOVE_BIT=	1024
FLEXIBLE_MOVING=	YES
MONTECARLO STEPS per BIG STEP=	10
DATA_VER	MCStep	num. of agents	num. of autotrophs	clones	autotrophic clones	species	autotrophic species	clones from the beginning	species from the begining	Mean(EnergyA)	SD(EnergyA)	Max(EnergyA)	Mean(AgeA)	SD(AgeA)	Max(AgeA)	Min(DefenceA)	Max(DefenceA)	Min(TrophyA)	Max(TrophyA)	WhichMain(spec. bits of autotrophs)	MainClass(spec. bits of autotrophs)	WhichMain(spec. bits of heterotrophs)	MainClass(spec. bits of heterotrophs)	N1(spec. bits of autotrophs)	N2(spec. bits of autotrophs)	N3(spec. bits of autotrophs)	N4(spec. bits of autotrophs)	N5(spec. bits of autotrophs)	N6(spec. bits of autotrophs)	N7(spec. bits of autotrophs)	N8(spec. bits of autotrophs)	N9(spec. bits of autotrophs)	N10(spec. bits of autotrophs)	N11(spec. bits of autotrophs)	N12(spec. bits of autotrophs)	N13(spec. bits of autotrophs)	N14(spec. bits of autotrophs)	N15(spec. bits of autotrophs)	N16(spec. bits of autotrophs)	N1(spec. bits of heterotrophs)	N2(spec. bits of heterotrophs)	N3(spec. bits of heterotrophs)	N4(spec. bits of heterotrophs)	N5(spec. bits of heterotrophs)	N6(spec. bits of heterotrophs)	N7(spec. bits of heterotrophs)	N8(spec. bits of heterotrophs)	N9(spec. bits of heterotrophs)	N10(spec. bits of heterotrophs)	N11(spec. bits of heterotrophs)	N12(spec. bits of heterotrophs)	N13(spec. bits of heterotrophs)	N14(spec. bits of heterotrophs)	N15(spec. bits of heterotrophs)	N16(spec. bits of heterotrophs)	CLOCK
1200	12010	9876	8045	48	21	10	6	17376	742	1118.89	1306.05	32686	217.312	11.2017	255	0	255	0	255	9.5	3446	10.5	1077	0	0	0	0	0	0	0	0	3446	743	2039	1802	15	0	0	0	0	0	0	0	0	0	0	25	112	1077	615	2	0	0	0	0	96545
1201	12020	9981	8137	44	21	10	6	17386	741	1118.29	1298.94	35089	217.435	11.4795	255	0	255	0	255	9.5	3501	10.5	1107	0	0	0	0	0	0	0	0	3501	713	2056	1845	22	0	0	0	0	0	0	0	0	0	0	27	107	1107	602	1	0	0	0	0	96622
1202	12030	9920	8061	43	19	10	6	17401	739	1117.06	1256.77	18027	217.383	11.3415	255	0	255	0	255	9.5	3536	10.5	1139	0	0	0	0	0	0	0	0	3536	701	2009	1791	24	0	0	0	0	0	0	0	0	0	0	20	108	1139	592	0	0	0	0	0	96696
1203	12040	10040	8282	45	19	10	6	17415	740	1122.51	1277.14	22468	217.423	11.4198	255	0	255	0	255	9.5	3730	10.5	1059	0	0	0	0	0	0	0	0	3730	714	2037	1769	32	0	0	0	0	0	0	0	0	0	0	15	106	1059	577	1	0	0	0	0	96775
1204	12050	10167	8357	47	20	10	6	17432	742	1136.56	1300.86	25656	217.564	11.4997	255	0	255	0	255	9.5	3730	10.5	1108	0	0	0	0	0	0	0	0	3730	748	2079	1771	29	0	0	0	0	0	0	0	0	0	0	14	104	1108	583	1	0	0	0	0	96855
1205	12060	10130	8330	45	19	10	6	17448	740	1140.03	1310.64	28375	217.588	11.4173	255	0	255	0	255	9.5	3742	10.5	1115	0	0	0	0	0	0	0	0	3742	789	2107	1657	35	0	0	0	0	0	0	0	0	0	0	21	109	1115	552	3	0	0	0	0	96921
1206	12070	10165	8404	54	22	10	6	17463	744	1144.97	1290.63	29995	217.733	11.6493	255	0	255	0	255	9.5	3720	10.5	1045	0	0	0	0	0	0	0	0	3720	850	2122	1662	50	0	0	0	0	0	0	0	0	0	0	18	110	1045	584	4	0	0	0	0	97005
1207	12080	10168	8387	53	20	9	6	17477	746	1150.01	1284.94	27722	217.743	11.5871	255	0	255	0	255	9.5	3632	10.5	1047	0	0	0	0	0	0	0	0	3632	838	2168	1697	52	0	0	0	0	0	0	0	0	0	0	20	102	1047	609	3	0	0	0	0	97071
1208	12090	10298	8516	50	19	9	6	17494	745	1139.76	1297.3	29132	217.57	11.5691	255	0	255	0	255	9.5	3658	10.5	1030	0	0	0	0	0	0	0	0	3658	876	2186	1750	46	0	0	0	0	0	0	0	0	0	0	12	120	1030	619	1	0	0	0	0	97138
1209	12100	10199	8358	55	21	9	6	17505	745	1136.16	1276.19	17240	217.529	11.534	255	0	255	0	255	9.5	3628	10.5	1077	0	0	0	0	0	0	0	0	3628	844	2086	1750	50	0	0	0	0	0	0	0	0	0	0	14	123	1077	626	1	0	0	0	0	97220
1210	12110	10041	8216	54	24	9	6	17518	744	1152.82	1308.84	19085	217.693	11.625	255	0	255	0	255	9.5	3616	10.5	1071	0	0	0	0	0	0	0	0	3616	821	2055	1665	59	0	0	0	0	0	0	0	0	0	0	13	121	1071	618	2	0	0	0	0	97296
1211	12120	9959	8136	53	21	10	6	17531	745	1147.23	1366.5	23049	217.557	11.6607	255	0	255	0	255	9.5	3579	10.5	1061	0	0	0	0	0	0	0	0	3579	808	2035	1662	52	0	0	0	0	0	0	0	0	0	0	16	116	1061	626	4	0	0	0	0	97375
1212	12130	9972	8248	53	21	10	6	17549	745	1134.44	1321.37	20445	217.482	11.3955	255	0	255	0	255	9.5	3669	10.5	1054	0	0	0	0	0	0	0	0	3669	796	2049	1685	49	0	0	0	0	0	0	0	0	0	0	15	110	1054	544	1	0	0	0	0	97459
1213	12140	10287	8575	52	21	9	6	17567	748	1129.7	1279.89	18378	217.56	11.4509	255	0	255	0	255	9.5	3862	10.5	1016	0	0	0	0	0	0	0	0	3862	823	2089	1759	42	0	0	0	0	0	0	0	0	0	0	17	117	1016	561	1	0	0	0	0	97528
1214	12150	10346	8610	48	21	9	6	17574	743	1154.42	1287.36	16534	217.757	11.5733	255	0	255	0	255	9.5	3843	10.5	1081	0	0	0	0	0	0	0	0	3843	815	2160	1746	46	0	0	0	0	0	0	0	0	0	0	13	110	1081	532	0	0	0	0	0	97596
1215	12160	10440	8633	48	20	10	6	17591	745	1159.44	1352.75	18686	217.621	11.5372	255	0	255	0	255	9.5	3853	10.5	1107	0	0	0	0	0	0	0	0	3853	862	2192	1694	32	0	0	0	0	0	0	0	0	0	0	13	135	1107	552	0	0	0	0	0	97663
1216	12170	10211	8467	50	21	9	6	17615	752	1166.78	1346.72	24765	217.747	11.5736	255	0	255	0	255	9.5	3759	10.5	1062	0	0	0	0	0	0	0	0	3759	808	2105	1764	31	0	0	0	0	0	0	0	0	0	0	12	123	1062	544	3	0	0	0	0	97725
1217	12180	10486	8732	54	21	11	7	17631	756	1145.43	1304.71	21165	217.567	11.5002	255	0	255	0	255	9.5	3885	10.5	1089	0	0	0	0	0	0	0	0	3885	788	2252	1781	26	0	0	0	0	0	0	0	0	0	0	18	127	1089	517	3	0	0	0	0	97796
1218	12190	10596	8874	54	21	10	7	17647	757	1159.19	1331.05	21492	217.672	11.4854	255	0	255	0	255	9.5	3931	10.5	1084	0	0	0	0	0	0	0	0	3931	791	2269	1852	31	0	0	0	0	0	0	0	0	0	0	21	117	1084	499	1	0	0	0	0	97856
1219	12200	10535	8812	47	20	10	7	17662	747	1178.09	1347.43	19743	217.698	11.389	255	0	255	0	255	9.5	3912	10.5	1098	0	0	0	0	0	0	0	0	3912	794	2219	1847	40	0	0	0	0	0	0	0	0	0	0	15	115	1098	495	0	0	0	0	0	97926
1220	12210	10575	8866	57	22	10	7	17681	761	1214.51	1392.49	19947	218.08	11.7484	255	0	255	0	255	9.5	4121	10.5	1052	0	0	0	0	0	0	0	0	4121	797	2087	1813	48	0	0	0	0	0	0	0	0	0	0	18	119	1052	520	0	0	0	0	0	97986
1221	12220	10698	8971	51	21	11	7	17695	754	1235.21	1423.02	21674	218.208	11.8714	255	0	255	0	255	9.5	4278	10.5	1106	0	0	0	0	0	0	0	0	4278	783	2085	1788	37	0	0	0	0	0	0	0	0	0	0	15	105	1106	501	0	0	0	0	0	98057
1222	12230	10632	8922	54	22	11	7	17708	758	1258.15	1444.14	28945	218.472	12.0635	255	0	255	0	255	9.5	4359	10.5	1075	0	0	0	0	0	0	0	0	4359	821	1958	1757	27	0	0	0	0	0	0	0	0	0	0	12	116	1075	506	1	0	0	0	0	98125
1223	12240	10672	9022	54	22	11	7	17726	759	1255.74	1393.08	20073	218.522	12.0616	255	0	255	0	255	9.5	4492	10.5	1052	0	0	0	0	0	0	0	0	4492	822	1942	1743	23	0	0	0	0	0	0	0	0	0	0	12	116	1052	469	1	0	0	0	0	98196
1224	12250	10981	9350	51	22	11	7	17741	756	1253.89	1365.8	20446	218.519	12.1168	255	0	255	0	255	9.5	4833	10.5	1042	0	0	0	0	0	0	0	0	4833	835	1935	1716	31	0	0	0	0	0	0	0	0	0	0	13	127	1042	448	1	0	0	0	0	98268
1225	12260	11236	9638	50	22	11	7	17759	758	1275.98	1406.72	25533	218.762	12.1347	255	0	255	0	255	9.5	5064	10.5	968	0	0	0	0	0	0	0	0	5064	824	1970	1756	24	0	0	0	0	0	0	0	0	0	0	11	129	968	489	1	0	0	0	0	98337
1226	12270	11373	9738	56	26	11	7	17775	760	1334.21	1454.43	22127	219.249	12.3419	255	0	255	0	255	9.5	5163	10.5	993	0	0	0	0	0	0	0	0	5163	823	1982	1735	35	0	0	0	0	0	0	0	0	0	0	7	147	993	485	3	0	0	0	0	98422
1227	12280	11343	9700	56	22	11	7	17791	758	1372.47	1510.23	25089	219.474	12.5302	255	0	255	0	255	9.5	5316	10.5	1027	0	0	0	0	0	0	0	0	5316	797	1937	1605	45	0	0	0	0	0	0	0	0	0	0	7	137	1027	469	3	0	0	0	0	98490
1228	12290	11442	9761	53	21	11	7	17802	758	1382.58	1527.6	21367	219.461	12.6921	255	0	255	0	255	9.5	5491	10.5	1084	0	0	0	0	0	0	0	0	5491	796	1854	1578	42	0	0	0	0	0	0	0	0	0	0	6	138	1084	452	1	0	0	0	0	98568
1229	12300	11565	9896	55	23	11	7	17816	759	1375.87	1575.88	25622	219.492	12.7291	255	0	255	0	255	9.5	5676	10.5	1067	0	0	0	0	0	0	0	0	5676	805	1851	1521	43	0	0	0	0	0	0	0	0	0	0	5	134	1067	460	3	0	0	0	0	98638
1230	12310	11455	9844	52	23	11	7	17834	758	1407.8	1602.99	29647	219.729	12.7031	255	0	255	0	255	9.5	5808	10.5	1017	0	0	0	0	0	0	0	0	5808	812	1726	1467	31	0	0	0	0	0	0	0	0	0	0	6	140	1017	446	2	0	0	0	0	98709
1231	12320	11590	10025	53	23	11	7	17846	759	1423.08	1643.65	36217	219.989	12.879	255	0	255	0	255	9.5	6192	10.5	992	0	0	0	0	0	0	0	0	6192	765	1568	1468	32	0	0	0	0	0	0	0	0	0	0	12	124	992	436	1	0	0	0	0	98792
1232	12330	11790	10191	54	24	11	7	17858	761	1440.56	1645.81	34288	220.034	12.7957	255	0	255	0	255	9.5	6500	10.5	1024	0	0	0	0	0	0	0	0	6500	744	1483	1425	39	0	0	0	0	0	0	0	0	0	0	16	132	1024	426	1	0	0	0	0	98878
1233	12340	11867	10315	52	22	11	7	17878	763	1471.24	1633.39	33148	220.419	13.0958	255	0	255	0	255	9.5	6717	10.5	959	0	0	0	0	0	0	0	0	6717	771	1445	1334	48	0	0	0	0	0	0	0	0	0	0	12	118	959	462	1	0	0	0	0	98960
1234	12350	11989	10451	53	23	11	7	17891	764	1496.47	1677.78	36673	220.598	13.2024	255	0	255	0	255	9.5	6974	10.5	965	0	0	0	0	0	0	0	0	6974	719	1404	1297	57	0	0	0	0	0	0	0	0	0	0	22	109	965	441	1	0	0	0	0	99035
1235	12360	12200	10699	53	21	11	7	17906	766	1505.76	1715.81	35303	220.632	13.1969	255	0	255	0	255	9.5	7321	10.5	944	0	0	0	0	0	0	0	0	7321	716	1353	1264	45	0	0	0	0	0	0	0	0	0	0	28	90	944	437	2	0	0	0	0	99110
1236	12370	12428	10965	50	22	11	7	17921	760	1517.39	1701.42	36413	220.802	13.2077	255	0	255	0	255	9.5	7633	10.5	890	0	0	0	0	0	0	0	0	7633	687	1290	1311	44	0	0	0	0	0	0	0	0	0	0	25	102	890	445	1	0	0	0	0	99187
1237	12380	12652	11211	45	22	11	7	17939	762	1551.38	1723.42	31763	221.082	13.341	255	0	255	0	255	9.5	7916	10.5	879	0	0	0	0	0	0	0	0	7916	710	1282	1251	52	0	0	0	0	0	0	0	0	0	0	26	98	879	438	0	0	0	0	0	99257
1238	12390	12629	11213	48	22	10	6	17952	761	1588.95	1749.14	31082	221.332	13.407	255	0	255	0	255	9.5	8106	10.5	810	0	0	0	0	0	0	0	0	8106	664	1188	1215	40	0	0	0	0	0	0	0	0	0	0	29	98	810	476	3	0	0	0	0	99331
1239	12400	12801	11377	52	23	10	6	17968	763	1602.74	1780.7	30117	221.363	13.3886	255	0	255	0	255	9.5	8299	10.5	818	0	0	0	0	0	0	0	0	8299	688	1188	1160	42	0	0	0	0	0	0	0	0	0	0	38	94	818	469	5	0	0	0	0	99412
1240	12410	12778	11432	52	25	10	6	17981	765	1639.86	1798.17	32438	221.625	13.4916	255	0	255	0	255	9.5	8449	10.5	760	0	0	0	0	0	0	0	0	8449	716	1124	1098	45	0	0	0	0	0	0	0	0	0	0	41	84	760	460	1	0	0	0	0	99494
1241	12420	12999	11549	55	27	10	6	17995	769	1631.72	1812.56	31094	221.424	13.6094	255	0	255	0	255	9.5	8622	10.5	783	0	0	0	0	0	0	0	0	8622	692	1117	1081	37	0	0	0	0	0	0	0	0	0	0	53	102	783	511	1	0	0	0	0	99566
1242	12430	12926	11542	53	26	9	6	18008	767	1660.39	1909.91	31536	221.525	13.533	255	0	255	0	255	9.5	8803	10.5	742	0	0	0	0	0	0	0	0	8803	642	1020	1040	37	0	0	0	0	0	0	0	0	0	0	49	81	742	509	3	0	0	0	0	99641
1243	12440	13043	11677	54	23	9	6	18018	767	1665.53	1953.15	35302	221.574	13.6409	255	0	255	0	255	9.5	9014	10.5	718	0	0	0	0	0	0	0	0	9014	600	977	1042	44	0	0	0	0	0	0	0	0	0	0	58	96	718	489	5	0	0	0	0	99709
1244	12450	13081	11720	52	23	9	6	18035	772	1652.53	1940.35	34692	221.479	13.4787	255	0	255	0	255	9.5	9078	10.5	706	0	0	0	0	0	0	0	0	9078	590	991	1021	40	0	0	0	0	0	0	0	0	0	0	69	89	706	486	11	0	0	0	0	99787
1245	12460	13089	11754	51	21	9	6	18046	767	1673.99	1907.95	33984	221.648	13.3911	255	0	255	0	255	9.5	9239	10.5	670	0	0	0	0	0	0	0	0	9239	521	943	1006	45	0	0	0	0	0	0	0	0	0	0	70	88	670	497	10	0	0	0	0	99885
1246	12470	13258	11897	53	23	9	6	18058	772	1701.17	1965.45	37978	221.792	13.5985	255	0	255	0	255	9.5	9511	10.5	645	0	0	0	0	0	0	0	0	9511	481	900	962	43	0	0	0	0	0	0	0	0	0	0	82	97	645	523	14	0	0	0	0	99964
1247	12480	13370	12010	55	24	9	6	18081	780	1695.98	2038.45	46217	221.637	13.5264	255	0	255	0	255	9.5	9759	10.5	624	0	0	0	0	0	0	0	0	9759	481	876	860	34	0	0	0	0	0	0	0	0	0	0	91	80	624	550	15	0	0	0	0	100056
1248	12490	13378	12046	55	22	9	6	18103	785	1735.38	2007.76	47592	222.063	13.5681	255	0	255	0	255	9.5	9898	10.5	586	0	0	0	0	0	0	0	0	9898	484	853	783	28	0	0	0	0	0	0	0	0	0	0	90	76	586	565	15	0	0	0	0	100143
1249	12500	13362	12040	58	24	9	6	18121	786	1747.27	1977.32	38250	222.246	13.7824	255	0	255	0	255	9.5	10038	10.5	576	0	0	0	0	0	0	0	0	10038	479	772	734	17	0	0	0	0	0	0	0	0	0	0	104	75	576	548	19	0	0	0	0	100228
1250	12510	13557	12219	57	24	9	6	18131	785	1743.58	1993.91	44155	222.204	13.8169	255	0	255	0	255	9.5	10351	11.5	570	0	0	0	0	0	0	0	0	10351	484	716	654	14	0	0	0	0	0	0	0	0	0	1	117	69	565	570	16	0	0	0	0	100309
1251	12520	13541	12179	54	23	9	6	18142	786	1757.94	2009.74	44809	222.32	13.8056	255	0	255	0	255	9.5	10488	11.5	588	0	0	0	0	0	0	0	0	10488	443	646	593	9	0	0	0	0	0	0	0	0	0	1	126	62	567	588	18	0	0	0	0	100385
1252	12530	13480	12123	51	22	9	6	18160	785	1771.45	2037.25	40438	222.451	13.8504	255	0	255	0	255	9.5	10691	11.5	618	0	0	0	0	0	0	0	0	10691	371	573	482	6	0	0	0	0	0	0	0	0	0	2	132	55	537	618	13	0	0	0	0	100461
1253	12540	13487	12195	50	24	9	6	18186	793	1789.39	2018.13	43529	222.749	13.9431	255	0	255	0	255	9.5	10932	11.5	594	0	0	0	0	0	0	0	0	10932	338	512	404	9	0	0	0	0	0	0	0	0	0	0	142	53	491	594	12	0	0	0	0	100532
1254	12550	13556	12317	50	24	9	6	18199	785	1775.7	1952.24	36272	222.71	13.9414	255	0	255	0	255	9.5	11157	11.5	587	0	0	0	0	0	0	0	0	11157	328	463	362	7	0	0	0	0	0	0	0	0	0	0	137	46	456	587	13	0	0	0	0	100609
1255	12560	13560	12327	52	24	9	6	18213	787	1789.55	1859.36	37323	222.897	13.9695	255	0	255	0	255	9.5	11239	11.5	614	0	0	0	0	0	0	0	0	11239	336	446	300	6	0	0	0	0	0	0	0	0	0	0	143	41	421	614	14	0	0	0	0	100682
1256	12570	13463	12176	51	23	8	5	18226	785	1801.88	1923.87	32236	222.934	14.0269	255	0	255	0	255	9.5	11207	11.5	674	0	0	0	0	0	0	0	0	11207	280	419	264	6	0	0	0	0	0	0	0	0	0	0	123	31	443	674	16	0	0	0	0	100757
1257	12580	13279	12017	50	24	8	6	18243	781	1818.39	1972.46	43805	222.998	14.1321	255	0	255	0	255	9.5	11077	11.5	692	0	0	0	0	0	0	0	0	11077	269	408	256	7	0	0	0	0	0	0	0	0	0	0	110	23	424	692	13	0	0	0	0	100832
1258	12590	13108	11787	49	23	7	5	18253	780	1823.14	2020.68	32631	222.923	14.1694	255	0	255	0	255	9.5	10934	11.5	724	0	0	0	0	0	0	0	0	10934	223	397	227	6	0	0	0	0	0	0	0	0	0	0	113	17	451	724	16	0	0	0	0	100906
1259	12600	12814	11444	48	22	6	4	18266	777	1783.65	1993.01	37101	222.431	14.1138	255	0	255	0	255	9.5	10695	11.5	744	0	0	0	0	0	0	0	0	10695	196	342	206	5	0	0	0	0	0	0	0	0	0	0	106	9	491	744	20	0	0	0	0	100976
1260	12610	12714	11381	49	22	6	4	18276	777	1753.51	1995.13	33754	222.172	14.0468	255	0	255	0	255	9.5	10644	11.5	709	0	0	0	0	0	0	0	0	10644	193	338	200	6	0	0	0	0	0	0	0	0	0	0	95	11	497	709	21	0	0	0	0	101047
1261	12620	12500	11115	48	21	6	4	18295	776	1736.08	1985.35	35426	221.863	13.8777	255	0	255	0	255	9.5	10444	11.5	738	0	0	0	0	0	0	0	0	10444	165	338	166	2	0	0	0	0	0	0	0	0	0	0	104	12	509	738	22	0	0	0	0	101116
1262	12630	12415	10983	46	19	6	4	18313	776	1720.51	2027.77	36156	221.711	13.8022	255	0	255	0	255	9.5	10385	11.5	739	0	0	0	0	0	0	0	0	10385	136	318	143	1	0	0	0	0	0	0	0	0	0	0	106	13	548	739	26	0	0	0	0	101187
1263	12640	12297	10842	44	18	6	4	18325	778	1701.59	2113.36	43902	221.45	13.6333	255	0	255	0	255	9.5	10293	11.5	760	0	0	0	0	0	0	0	0	10293	138	279	132	0	0	0	0	0	0	0	0	0	0	0	110	10	546	760	29	0	0	0	0	101254
1264	12650	12110	10688	44	18	6	4	18341	782	1672.22	2061.84	42749	221.189	13.6173	255	0	255	0	255	9.5	10139	11.5	762	0	0	0	0	0	0	0	0	10139	165	266	118	0	0	0	0	0	0	0	0	0	0	0	97	13	531	762	19	0	0	0	0	101328
1265	12660	12057	10619	42	17	6	4	18356	781	1638.62	2080.82	47529	220.815	13.3406	255	0	255	0	255	9.5	10089	11.5	784	0	0	0	0	0	0	0	0	10089	162	253	115	0	0	0	0	0	0	0	0	0	0	0	91	9	533	784	21	0	0	0	0	101403
1266	12670	12050	10543	42	18	5	3	18371	783	1612.3	1996.86	40911	220.619	13.3277	255	0	255	0	255	9.5	10046	11.5	778	0	0	0	0	0	0	0	0	10046	142	252	103	0	0	0	0	0	0	0	0	0	0	0	102	9	589	778	29	0	0	0	0	101494
1267	12680	11824	10256	43	19	5	3	18381	783	1606.35	2064.21	40689	220.351	13.2397	255	0	255	0	255	9.5	9763	11.5	819	0	0	0	0	0	0	0	0	9763	124	264	105	0	0	0	0	0	0	0	0	0	0	0	108	11	592	819	38	0	0	0	0	101576
1268	12690	11426	9821	42	18	5	3	18390	782	1607.59	2154.78	38559	220.107	13.148	255	0	255	0	255	9.5	9362	11.5	826	0	0	0	0	0	0	0	0	9362	114	256	89	0	0	0	0	0	0	0	0	0	0	0	107	15	613	826	44	0	0	0	0	101654
1269	12700	11175	9572	43	18	5	3	18403	782	1536.48	2045.01	31416	219.452	12.8028	255	0	255	0	255	9.5	9063	11.5	830	0	0	0	0	0	0	0	0	9063	130	289	90	0	0	0	0	0	0	0	0	0	0	0	114	15	609	830	35	0	0	0	0	101731
1270	12710	11023	9389	42	18	5	3	18415	784	1504.64	2061.34	34527	219.189	12.6889	255	0	255	0	255	9.5	8887	11.5	858	0	0	0	0	0	0	0	0	8887	146	258	98	0	0	0	0	0	0	0	0	0	0	0	117	13	602	858	44	0	0	0	0	101813
1271	12720	10991	9301	46	19	5	3	18434	795	1440.47	2016.99	37108	218.648	12.2831	255	0	255	0	255	9.5	8781	11.5	881	0	0	0	0	0	0	0	0	8781	165	268	87	0	0	0	0	0	0	0	0	0	0	0	130	16	625	881	38	0	0	0	0	101884
1272	12730	10807	9135	43	18	5	3	18446	783	1457.76	2046.21	33585	218.753	12.3017	255	0	255	0	255	9.5	8624	11.5	851	0	0	0	0	0	0	0	0	8624	175	248	88	0	0	0	0	0	0	0	0	0	0	0	102	14	675	851	30	0	0	0	0	101947
1273	12740	10638	8907	43	17	5	3	18456	783	1440.54	2069.41	36521	218.501	12.2413	255	0	255	0	255	9.5	8433	11.5	889	0	0	0	0	0	0	0	0	8433	161	231	82	0	0	0	0	0	0	0	0	0	0	0	104	12	690	889	36	0	0	0	0	102019
1274	12750	10649	8925	43	19	5	3	18468	781	1409.4	2017.71	43009	218.413	12.1304	255	0	255	0	255	9.5	8445	11.5	863	0	0	0	0	0	0	0	0	8445	179	227	73	1	0	0	0	0	0	0	0	0	0	0	82	12	731	863	36	0	0	0	0	102093
1275	12760	10564	8841	39	18	5	3	18480	778	1413.42	1994.17	46973	218.405	12.0449	255	0	255	0	255	9.5	8379	11.5	870	0	0	0	0	0	0	0	0	8379	173	207	82	0	0	0	0	0	0	0	0	0	0	0	77	5	735	870	36	0	0	0	0	102169
1276	12770	10558	8790	42	18	5	3	18498	787	1410.68	2034.33	47360	218.152	11.9496	255	0	255	0	255	9.5	8366	11.5	873	0	0	0	0	0	0	0	0	8366	160	193	71	0	0	0	0	0	0	0	0	0	0	0	73	6	782	873	34	0	0	0	0	102238
1277	12780	10523	8763	43	17	5	3	18509	787	1365.37	1985.95	47805	217.879	11.8119	255	0	255	0	255	9.5	8329	11.5	836	0	0	0	0	0	0	0	0	8329	159	209	66	0	0	0	0	0	0	0	0	0	0	0	82	8	797	836	37	0	0	0	0	102300
1278	12790	10502	8699	39	16	6	4	18519	780	1346.38	1928.86	44396	217.741	11.6323	255	0	255	0	255	9.5	8273	11.5	904	0	0	0	0	0	0	0	0	8273	150	204	72	0	0	0	0	0	0	0	0	0	0	0	74	4	782	904	39	0	0	0	0	102369
1279	12800	10637	8844	34	15	6	4	18529	774	1358.31	1839.7	43444	218.062	11.7867	255	0	255	0	255	9.5	8393	11.5	873	0	0	0	0	0	0	0	0	8393	159	219	73	0	0	0	0	0	0	0	0	0	0	0	64	2	817	873	37	0	0	0	0	102438
1280	12810	10639	8843	37	15	6	4	18541	778	1371.66	1856.19	41025	218.091	11.8496	255	0	255	0	255	9.5	8377	11.5	932	0	0	0	0	0	0	0	0	8377	179	219	68	0	0	0	0	0	0	0	0	0	0	0	54	5	765	932	40	0	0	0	0	102518
1281	12820	10702	8901	36	17	6	4	18556	781	1369.78	1827.23	33074	218.075	11.909	255	0	255	0	255	9.5	8440	11.5	942	0	0	0	0	0	0	0	0	8440	174	207	80	0	0	0	0	0	0	0	0	0	0	0	48	1	767	942	43	0	0	0	0	102601
1282	12830	10612	8812	38	18	6	4	18579	789	1407.16	1877.93	38319	218.359	11.9367	255	0	255	0	255	9.5	8379	11.5	928	0	0	0	0	0	0	0	0	8379	156	209	68	0	0	0	0	0	0	0	0	0	0	0	39	2	787	928	44	0	0	0	0	102679
1283	12840	10668	8874	35	18	6	4	18589	780	1438.5	1930.3	41919	218.707	12.1176	255	0	255	0	255	9.5	8466	11.5	904	0	0	0	0	0	0	0	0	8466	164	191	53	0	0	0	0	0	0	0	0	0	0	0	38	4	798	904	50	0	0	0	0	102752
1284	12850	10570	8754	38	18	6	4	18607	782	1468.79	1920.16	42748	219.01	12.3613	255	0	255	0	255	9.5	8383	11.5	946	0	0	0	0	0	0	0	0	8383	150	187	34	0	0	0	0	0	0	0	0	0	0	0	39	2	778	946	51	0	0	0	0	102840
1285	12860	10615	8765	42	18	6	4	18623	784	1461.65	1855.93	44392	219.274	12.6422	255	0	255	0	255	9.5	8417	11.5	977	0	0	0	0	0	0	0	0	8417	155	172	21	0	0	0	0	0	0	0	0	0	0	0	42	5	771	977	55	0	0	0	0	102927
1286	12870	10956	9198	40	17	6	4	18630	782	1450.71	1822.43	45228	219.394	12.7164	255	0	255	0	255	9.5	8830	11.5	937	0	0	0	0	0	0	0	0	8830	170	179	19	0	0	0	0	0	0	0	0	0	0	0	40	5	717	937	59	0	0	0	0	102998
1287	12880	11293	9572	37	16	6	4	18638	785	1479.16	1767.02	45640	219.932	12.7652	255	0	255	0	255	9.5	9211	11.5	954	0	0	0	0	0	0	0	0	9211	178	169	14	0	0	0	0	0	0	0	0	0	0	0	46	3	662	954	56	0	0	0	0	103068
1288	12890	11855	10227	35	15	6	4	18645	775	1515.03	1736.11	48836	220.563	13.1022	255	0	255	0	255	9.5	9870	11.5	918	0	0	0	0	0	0	0	0	9870	180	160	17	0	0	0	0	0	0	0	0	0	0	0	49	3	605	918	53	0	0	0	0	103123
1289	12900	12468	10946	35	16	6	4	18655	776	1573.54	1708.4	49999	221.345	13.3388	255	0	255	0	255	9.5	10580	11.5	923	0	0	0	0	0	0	0	0	10580	196	150	20	0	0	0	0	0	0	0	0	0	0	0	53	1	500	923	45	0	0	0	0	103185
1290	12910	12882	11467	38	17	6	4	18665	781	1657.55	1616.78	27518	222.301	13.6427	255	0	255	0	255	9.5	11112	11.5	852	0	0	0	0	0	0	0	0	11112	208	122	25	0	0	0	0	0	0	0	0	0	0	0	49	1	473	852	40	0	0	0	0	103248
1291	12920	13238	11880	40	18	6	4	18679	782	1756.55	1634.07	30243	223.368	14.0351	255	0	255	0	255	9.5	11526	11.5	852	0	0	0	0	0	0	0	0	11526	193	136	25	0	0	0	0	0	0	0	0	0	0	0	48	2	423	852	33	0	0	0	0	103309
